"id_arrendatario","segmento_volumen","segmento_precio","segmento_experiencia","segmento_calidad","segmento_compuesto","num_propiedades","precio_promedio","calificacion_media","es_superanfitrion","antiguedad_anos","tiempo_respuesta_hrs"
692,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,24503.25,3.8,TRUE,4.71457905544148,24
693,"Mediano","Estándar","Experimentado","Bueno","Mediano Estándar Bueno",2,17295.5,3.8,FALSE,2.75154004106776,24
694,"Grande","Lujo","Experimentado","Excelente","Grande Lujo Excelente",5,35111.6,4.8,FALSE,1.91101984941821,8
695,"Grande","Premium","Novato","Excelente","Grande Premium Excelente",4,28596,4.9,FALSE,0.939082819986311,4
696,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,23493.5,2.6,FALSE,8.38877481177276,24
697,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",7,26972.5714285714,1.9,FALSE,5.63175906913073,4
698,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,26961,4.2,FALSE,3.50444900752909,12
699,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,35753,1.1,FALSE,4.84873374401095,8
700,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,27991,2.1,FALSE,6.3025325119781,48
701,"Grande","Lujo","Veterano","Bueno","Grande Lujo Bueno",4,38842.75,3.2,FALSE,4.61875427789186,1
702,"Mediano","Estándar","Experimentado","Bueno","Mediano Estándar Bueno",3,17959.3333333333,3.7,FALSE,2.39835728952772,48
703,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,20565.25,4,FALSE,6.28884325804244,8
704,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.7,FALSE,6.74880219028063,12
705,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,21744.75,2.1,FALSE,7.73442847364819,4
706,"Grande","Estándar","Veterano","Muy bueno","Grande Estándar Muy bueno",4,13536.75,4.1,FALSE,5.09787816563997,12
707,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,31946.4,2.2,FALSE,2.2861054072553,1
708,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,29696.5,3.3,FALSE,1.63175906913073,2
709,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,21799,2.8,TRUE,7.74264202600958,2
710,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,25550.75,2,TRUE,1.99041752224504,8
711,"Pequeño","Premium","Veterano","Bueno","Pequeño Premium Bueno",1,24655,3.1,FALSE,7.86584531143053,2
712,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,18715.3333333333,2.5,FALSE,4.04380561259411,24
713,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",3,33090,4.1,FALSE,1.36344969199179,48
714,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,22222,1.7,FALSE,5.49760438056126,48
715,"Muy grande","Premium","Experimentado","Muy bueno","Muy grande Premium Muy bueno",6,32996.3333333333,4.1,FALSE,2.65297741273101,24
716,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.9,FALSE,8.0766598220397,2
717,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,23002.5,4.1,FALSE,8.39698836413415,2
718,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,9737,2.1,FALSE,4.06023271731691,1
719,"Pequeño","Premium","Novato","Básico","Pequeño Premium Básico",1,27668,1.3,FALSE,0.813141683778234,8
720,"Grande","Premium","Novato","Básico","Grande Premium Básico",5,29704.8,2.7,FALSE,0.903490759753593,4
721,"Grande","Estándar","Experimentado","Bueno","Grande Estándar Bueno",5,18591.2,3.9,FALSE,2.94318959616701,48
722,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,32047,1.1,FALSE,1.1854893908282,1
723,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",2,32307,1.7,FALSE,1.25119780971937,48
724,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,14404.6666666667,1.7,TRUE,2.91033538672142,4
725,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,1.6,TRUE,7.16221765913758,1
726,"Pequeño","Estándar","Veterano","Muy bueno","Pequeño Estándar Muy bueno",1,10515,4.4,FALSE,3.62765229295003,2
727,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,25887.6,4.4,FALSE,6.0041067761807,8
728,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,22159.5,4,FALSE,4.71731690622861,12
729,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,18791,2.5,TRUE,1.01848049281314,8
730,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,25986,5,FALSE,5.82614647501711,1
731,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,20947,3.8,FALSE,1.14715947980835,1
732,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",3,17190.3333333333,3.4,FALSE,4.64887063655031,24
733,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,35850,1.3,FALSE,5.68651608487337,4
734,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,21412,4.2,FALSE,2.43394934976044,2
735,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,37126,2.5,FALSE,7.12662559890486,2
736,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,22067.5,2.5,FALSE,2.00136892539357,8
737,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,23371.5,1.2,TRUE,6.02327173169062,1
738,"Pequeño","Económico","Veterano","Excelente","Pequeño Económico Excelente",1,9312,4.9,FALSE,5.73579739904175,4
739,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,15685.5,1.2,TRUE,5.12251882272416,8
740,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,22432,4.9,FALSE,5.07323750855578,8
741,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,19809,2.6,FALSE,5.02395619438741,12
742,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,13677.6666666667,2.5,FALSE,6.09445585215606,24
743,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",2,22026.5,3.7,FALSE,2.77070499657769,48
744,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,1.2,TRUE,2.26146475017112,48
745,"Pequeño","Premium","Veterano","Bueno","Pequeño Premium Bueno",1,28951,3.3,FALSE,7.38398357289528,2
746,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2,FALSE,6.74058863791923,1
747,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,19216.25,2.2,TRUE,4.98562628336756,1
748,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,20633.25,1.2,FALSE,5.73032169746749,48
749,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,18803,1.8,FALSE,6.67488021902806,48
750,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,7092,2.2,TRUE,3.854893908282,48
751,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,27615.4,2.8,FALSE,7.76728268309377,12
752,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,20664,4,FALSE,5.36071184120465,24
753,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,23037.75,1.8,FALSE,1.36344969199179,24
754,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,24843.3333333333,4.8,TRUE,7.68240930869268,2
755,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,14520.4,2.4,FALSE,8.290212183436,1
756,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,21384.4,3.5,TRUE,5.30869267624914,1
757,"Muy grande","Lujo","Veterano","Excelente","Muy grande Lujo Excelente",NA,NA,4.9,FALSE,8.26830937713895,1
758,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",3,24874.3333333333,4.1,FALSE,1.53593429158111,12
759,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",2,37327.5,4.6,FALSE,7.09103353867214,48
760,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",2,15910,4.7,FALSE,3.8466803559206,48
761,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,43728,1.2,FALSE,5.51403148528405,1
762,"Pequeño","Lujo","Novato","Bueno","Pequeño Lujo Bueno",1,45232,3.6,FALSE,0.993839835728953,12
763,"Muy grande","Lujo","Experimentado","Muy bueno","Muy grande Lujo Muy bueno",NA,NA,4.5,FALSE,1.71663244353183,2
764,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,16935.3333333333,1.9,FALSE,7.66598220396988,48
765,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,18115.2,1.2,FALSE,5.81793292265572,1
766,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,24188.5,1.3,FALSE,8.35865845311431,12
767,"Mediano","Premium","Novato","Básico","Mediano Premium Básico",3,30946.6666666667,2.4,FALSE,0.632443531827515,1
768,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,3,FALSE,3.8466803559206,12
769,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,21747.5,1.9,TRUE,3.17043121149897,2
770,"Mediano","Económico","Novato","Bueno","Mediano Económico Bueno",2,7719.5,3.2,FALSE,0.457221081451061,4
771,"Pequeño","Lujo","Experimentado","Muy bueno","Pequeño Lujo Muy bueno",1,40832,4.3,FALSE,1.12251882272416,1
772,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,34901,2.6,FALSE,0.459958932238193,4
773,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,26854.6,2.6,TRUE,1.23477070499658,8
774,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,11655.5,3.6,FALSE,7.86584531143053,1
775,"Muy grande","Premium","Veterano","Muy bueno","Muy grande Premium Muy bueno",6,30196.3333333333,4.5,FALSE,7.41409993155373,24
776,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,15208,3.4,FALSE,2.03148528405202,2
777,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,13805.2,1.6,FALSE,5.89185489390828,2
778,"Muy grande","Lujo","Veterano","Excelente","Muy grande Lujo Excelente",6,38190.5,4.8,FALSE,3.28815879534565,12
779,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,23591,1.3,FALSE,7.00342231348391,24
780,"Pequeño","Lujo","Experimentado","Básico","Pequeño Lujo Básico",1,41943,2.8,FALSE,2.0643394934976,24
781,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,35392,1.8,FALSE,4.9555099247091,2
782,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.8,TRUE,3.63039014373717,24
783,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,26753.3333333333,2.2,FALSE,1.16084873374401,4
784,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,23067.6666666667,3,FALSE,6.64202600958248,48
785,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,27677,2.8,FALSE,4.63244353182752,24
786,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,20856.25,4.9,FALSE,6.08624229979466,4
787,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,31443,3.8,TRUE,5.35797399041752,2
788,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",8,25055.75,1.6,TRUE,7.19780971937029,24
789,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,17493.75,3.5,FALSE,7.54277891854894,4
790,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,7132,1.8,FALSE,6.49691991786448,2
791,"Grande","Lujo","Veterano","Bueno","Grande Lujo Bueno",4,42226.75,3.6,FALSE,5.90828199863107,12
792,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.1,FALSE,6.06707734428474,2
793,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,18515.25,3.6,FALSE,4.98562628336756,48
794,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",7,20100.8571428571,3.9,FALSE,6.5927446954141,2
795,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,22772.2,4,FALSE,5.89185489390828,4
796,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",5,20856,4.4,TRUE,3.66050650239562,24
797,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,28117.25,4.6,FALSE,8.12594113620808,12
798,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,32282.5,4.4,TRUE,4.70088980150582,24
799,"Pequeño","Lujo","Veterano","Muy bueno","Pequeño Lujo Muy bueno",1,51011,4.1,FALSE,5.03764544832307,24
800,"Grande","Estándar","Experimentado","Bueno","Grande Estándar Bueno",5,18913.2,3.7,FALSE,1.30595482546201,1
801,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,32923.6666666667,4.3,TRUE,5.59616700889802,1
802,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,34051,1.5,FALSE,2.70773442847365,24
803,"Grande","Económico","Veterano","Excelente","Grande Económico Excelente",4,8467.25,4.9,FALSE,4.04654346338125,2
804,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,29089.5,2.3,FALSE,4.59958932238193,12
805,"Pequeño","Premium","Experimentado","Bueno","Pequeño Premium Bueno",1,33874,3.2,FALSE,2.7460643394935,1
806,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,27458.6666666667,3,FALSE,3.01163586584531,1
807,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,24816.25,2.6,FALSE,7.69062286105407,4
808,"Pequeño","Premium","Novato","Muy bueno","Pequeño Premium Muy bueno",1,33961,4.2,FALSE,0.681724845995893,12
809,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,23858,2.1,FALSE,4.2299794661191,8
810,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,26633.3333333333,4.3,TRUE,5.54962354551677,24
811,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,31606.6666666667,3.7,FALSE,4.55578370978782,4
812,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,37147,1.5,FALSE,4.68446269678302,48
813,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,24197.5,2.7,FALSE,0.59958932238193,24
814,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,4,FALSE,4.15879534565366,24
815,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,30819,1.8,FALSE,3.88227241615332,48
816,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,1.1,FALSE,3.08281998631075,4
817,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,35239.5,1.2,FALSE,8.05201916495551,1
818,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,30090.6666666667,2.5,FALSE,7.37029431895962,1
819,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,28144,1.3,TRUE,5.24845995893224,48
820,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,30883.5,3.2,FALSE,2.89390828199863,4
821,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",3,35068,4.9,TRUE,4.76659822039699,1
822,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,25720.3333333333,4,FALSE,7.11841204654346,48
823,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",5,27717.6,3.5,FALSE,1.68377823408624,12
824,"Pequeño","Estándar","Veterano","Bueno","Pequeño Estándar Bueno",1,10190,3.2,TRUE,7.7864476386037,48
825,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,24510.8333333333,2.3,FALSE,5.56331279945243,24
826,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",3,37685.6666666667,3.3,FALSE,4.90075290896646,2
827,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,27381,1.5,FALSE,4.30116358658453,1
828,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,21483.2,2.6,FALSE,2.18754277891855,24
829,"Mediano","Estándar","Experimentado","Muy bueno","Mediano Estándar Muy bueno",2,12158.5,4.3,FALSE,1.76317590691307,12
830,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",3,35109.3333333333,4.8,FALSE,6.15468856947296,24
831,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,20011,3.7,FALSE,7.5482546201232,8
832,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,26339,4.7,FALSE,8.15058179329227,2
833,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,21035.25,2.7,FALSE,1.02943189596167,12
834,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,12000.25,3.1,FALSE,8.36139630390144,12
835,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,18396.5,3.3,TRUE,3.55920602327173,4
836,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,26262,3.4,FALSE,7.48254620123203,4
837,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,33417.4,3.4,FALSE,5.91375770020534,12
838,"Muy grande","Estándar","Veterano","Básico","Muy grande Estándar Básico",6,16200.1666666667,1,TRUE,7.49623545516769,4
839,"Mediano","Lujo","Novato","Básico","Mediano Lujo Básico",2,39831.5,1.7,FALSE,0.947296372347707,8
840,"Mediano","Lujo","Novato","Básico","Mediano Lujo Básico",3,35414.3333333333,2.6,FALSE,0.616016427104723,2
841,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",8,27176.875,3.3,TRUE,7.19507186858316,1
842,"Pequeño","Estándar","Veterano","Bueno","Pequeño Estándar Bueno",1,17079,3.4,FALSE,5.81793292265572,1
843,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,31988.3333333333,1.6,FALSE,8.2299794661191,8
844,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,16863,2.7,FALSE,6.56536618754278,2
845,"Grande","Lujo","Veterano","Básico","Grande Lujo Básico",4,39215.5,2.5,FALSE,5.54962354551677,4
846,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",5,18278.8,2.3,TRUE,8.22450376454483,1
847,"Grande","Estándar","Novato","Bueno","Grande Estándar Bueno",4,14534,3.2,FALSE,0.733744010951403,1
848,"Mediano","Premium","Novato","Muy bueno","Mediano Premium Muy bueno",3,22463,4.5,FALSE,0.528405201916496,8
849,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,12740.3333333333,2.4,TRUE,2.7378507871321,2
850,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,25986,3.9,FALSE,4.23819301848049,2
851,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,16148,3.9,FALSE,5.1088295687885,4
852,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,18982.25,1.5,FALSE,6.28884325804244,24
853,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,19995,2.4,FALSE,1.26488706365503,12
854,"Pequeño","Estándar","Novato","Excelente","Pequeño Estándar Excelente",1,10378,4.7,FALSE,0.42984257357974,48
855,"Muy grande","Lujo","Veterano","Muy bueno","Muy grande Lujo Muy bueno",NA,NA,4.5,FALSE,3.68788501026694,4
856,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,28372,2.3,FALSE,7.08281998631075,24
857,"Pequeño","Lujo","Experimentado","Bueno","Pequeño Lujo Bueno",1,41830,4,TRUE,1.09240246406571,1
858,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,31855.8,3.6,FALSE,6.13278576317591,1
859,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,22798,4.9,TRUE,7.88501026694045,8
860,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,19928.25,2.4,FALSE,8.22724161533196,12
861,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,17356,2.3,FALSE,2.69952087611225,48
862,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,27670.5,4.6,FALSE,7.57289527720739,2
863,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,20619,1.3,FALSE,1.85352498288843,1
864,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,24845,1.2,FALSE,3.15126625598905,2
865,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,15213.6666666667,2.4,FALSE,1.14715947980835,2
866,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,25522.5,3.9,FALSE,8.10403832991102,8
867,"Muy grande","Premium","Experimentado","Básico","Muy grande Premium Básico",6,20479.5,2.2,FALSE,2.88843258042437,24
868,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,30357,2.7,FALSE,1.64544832306639,1
869,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",5,18948.2,3.5,FALSE,5.58521560574949,4
870,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,25873.25,5,FALSE,7.98631074606434,4
871,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,34308.5,1.7,FALSE,4.20533880903491,4
872,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,29831,1.2,FALSE,4.79397672826831,4
873,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,19127.25,3.8,FALSE,5.30321697467488,4
874,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,38487,1.4,FALSE,3.94798083504449,4
875,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",5,21383.8,3.7,FALSE,1.37987679671458,4
876,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,18777,1.9,FALSE,1.53867214236824,2
877,"Mediano","Estándar","Experimentado","Muy bueno","Mediano Estándar Muy bueno",3,10432,4.1,FALSE,1.42094455852156,24
878,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,21548.5,4.4,FALSE,3.22245037645448,4
879,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",2,19982,2.7,FALSE,1.94934976043806,48
880,"Mediano","Económico","Experimentado","Muy bueno","Mediano Económico Muy bueno",3,8026.33333333333,4.3,FALSE,2.08898015058179,24
881,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,24427.8,1.8,FALSE,7.54004106776181,4
882,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,25077,4.3,FALSE,7.38398357289528,48
883,"Pequeño","Lujo","Veterano","Bueno","Pequeño Lujo Bueno",1,39824,3.6,FALSE,3.19233401779603,12
884,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",8,35822.875,1.4,FALSE,1.76591375770021,1
885,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,33316.6666666667,1.6,FALSE,6.54346338124572,12
886,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",2,40099,3.8,FALSE,5.50581793292266,1
887,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",2,22727.5,1.3,FALSE,1.75770020533881,4
888,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,22726.25,2.2,FALSE,7.83299110198494,1
889,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,27201,4.1,FALSE,1.09240246406571,48
890,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",7,21594,4,FALSE,5.37440109514031,12
891,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,23781,1.1,FALSE,6.17932922655715,48
892,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,32413,2.1,FALSE,6.27515400410678,12
893,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,20053.6666666667,1.4,FALSE,6.79534565366188,4
894,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,32038.5,1.8,FALSE,5.31143052703628,24
895,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,57742,1.2,FALSE,7.90691307323751,48
896,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,27648,1.6,FALSE,7.78097193702943,12
897,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,29818.5,2.5,FALSE,6.28884325804244,24
898,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,26358.1666666667,2,FALSE,5.47022587268994,4
899,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,30612.5,4,TRUE,2.09719370294319,48
900,"Mediano","Estándar","Experimentado","Excelente","Mediano Estándar Excelente",2,11543.5,4.8,FALSE,1.20191649555099,8
901,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,19430.75,2.7,FALSE,5.60711841204654,1
902,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,23741.2,3,FALSE,4.99383983572895,48
903,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,24293.5,4,TRUE,5.79329226557153,12
904,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,42281,2.4,FALSE,5.09514031485284,24
905,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,23237.5,1.2,FALSE,4.0082135523614,24
906,"Grande","Premium","Novato","Bueno","Grande Premium Bueno",4,20103.25,3.4,FALSE,0.736481861738535,1
907,"Grande","Lujo","Veterano","Muy bueno","Grande Lujo Muy bueno",5,37595.6,4.2,FALSE,5.55509924709103,4
908,"Mediano","Premium","Experimentado","Excelente","Mediano Premium Excelente",2,20241,4.9,FALSE,2.83093771389459,4
909,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,34844.25,3.5,TRUE,7.79466119096509,24
910,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,14730.5,3.2,FALSE,6.80355920602327,12
911,"Mediano","Estándar","Experimentado","Bueno","Mediano Estándar Bueno",2,10027,3.4,FALSE,2.79260780287474,4
912,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,23711,3.4,FALSE,5.41273100616016,8
913,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,23940,3.9,TRUE,4.97467488021903,2
914,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,12558.5,2.5,FALSE,3.17043121149897,48
915,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,29946.5,2,FALSE,8.07118412046543,2
916,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,56740,1.8,FALSE,6.74880219028063,24
917,"Muy grande","Premium","Novato","Básico","Muy grande Premium Básico",7,23267.1428571429,2,FALSE,0.525667351129363,12
918,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",2,22127,4.2,FALSE,1.96851471594798,12
919,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,20976,4.3,TRUE,3.83572895277207,12
920,"Pequeño","Premium","Experimentado","Excelente","Pequeño Premium Excelente",1,25790,4.6,FALSE,2.77618069815195,1
921,"Grande","Estándar","Veterano","Excelente","Grande Estándar Excelente",4,14959.5,4.8,FALSE,4.5886379192334,2
922,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,54469,2.5,FALSE,6.51060917180014,24
923,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,22466.3333333333,3.3,FALSE,8.05749486652977,1
