"id_alquila","sexo","edad","provincia_nacimiento","cantidad_alquileres","calificacion_media","fecha_registro","nivel_verificacion","idiomas_hablados","preferencia_ubicacion"
3508,"Femenino",27,"Misiones",47,1.4,2020-01-09,"Completo","Español,Portugués","Formosa"
3509,"Masculino",50,"Santa Cruz",27,1.5,2023-11-04,"Básico","Español,Inglés,Portugués","La Pampa"
3510,"Masculino",60,"Jujuy",14,2.2,2024-12-18,"Completo","Español","CABA"
3511,"Masculino",66,"Santa Cruz",47,2.4,2022-11-16,"Completo","Español,Portugués","Neuquén"
3512,"Femenino",30,"CABA",6,4.5,2023-09-26,"Completo","Español,Inglés","Santa Cruz"
3513,"Masculino",43,"Entre Ríos",13,2.6,2019-11-22,"Intermedio","Español,Inglés,Portugués","Misiones"
3514,"Femenino",63,"Corrientes",26,3.3,2023-09-28,"Básico","Español,Portugués","Chaco"
3515,"Femenino",25,"Chaco",27,4.8,2021-08-22,"Básico","Español,Inglés","La Rioja"
3516,"Femenino",31,"CABA",49,4.4,2024-01-05,"Básico","Español,Inglés,Portugués","La Pampa"
3517,"Femenino",22,"La Rioja",18,4.9,2023-03-09,"Intermedio","Español,Inglés","Santa Cruz"
3518,"Masculino",27,"Chaco",2,4.6,2024-07-24,"Intermedio","Español,Portugués","Neuquén"
3519,"Femenino",25,"Jujuy",8,1.6,2019-09-21,"Intermedio","Español,Inglés","Corrientes"
3520,"Femenino",43,"Salta",6,4.2,2021-04-26,"Completo","Español","San Juan"
3521,"Femenino",40,"Catamarca",45,4.6,2024-11-14,"Intermedio","Español,Inglés","Entre Ríos"
3522,"Femenino",55,"Santa Cruz",10,1.3,2023-04-23,"Básico","Español,Portugués","Santa Fe"
3523,"Femenino",57,"Neuquén",26,3.3,2024-04-08,"Intermedio","Español,Inglés,Portugués","Córdoba"
3524,"Femenino",42,"Catamarca",41,2.8,2019-03-14,"Básico","Español","Entre Ríos"
3525,"Femenino",65,"La Rioja",40,1.5,2022-02-05,"Básico","Español,Portugués","San Juan"
3526,"Masculino",29,"Mendoza",21,1.7,2024-10-04,"Básico","Español,Portugués","Jujuy"
3527,"Femenino",28,"Santiago del Estero",49,4.9,2021-02-13,"Completo","Español,Inglés,Portugués","Neuquén"
3528,"Masculino",25,"Salta",0,3.8,2020-03-03,"Completo","Español,Inglés,Portugués","La Pampa"
3529,"Masculino",62,"CABA",37,2.4,2023-09-17,"Intermedio","Español,Inglés","Santa Fe"
3530,"Masculino",64,"Entre Ríos",24,3.5,2019-10-03,"Completo","Español,Portugués","La Pampa"
3531,"Masculino",55,"Buenos Aires",14,4.5,2019-08-23,"Completo","Español,Portugués","Santa Fe"
3532,"Femenino",47,"Catamarca",2,3.3,2024-04-22,"Básico","Español,Portugués","San Luis"
3533,"Masculino",70,"Chubut",33,4.9,2019-05-15,"Intermedio","Español,Portugués","La Pampa"
3534,"Femenino",32,"San Luis",47,4.5,2023-06-17,"Intermedio","Español","Entre Ríos"
3535,"Femenino",20,"Buenos Aires",33,3.5,2024-10-06,"Intermedio","Español,Portugués","Corrientes"
3536,"Femenino",41,"San Luis",25,4.6,2021-03-07,"Completo","Español,Portugués","Santiago del Estero"
3537,"Femenino",18,"La Pampa",42,2.4,2023-03-06,"Básico","Español","Corrientes"
3538,"Femenino",44,"Mendoza",20,4.5,2020-02-18,"Completo","Español","Chaco"
3539,"Masculino",37,"Misiones",4,2.1,2019-07-08,"Intermedio","Español,Inglés","Santiago del Estero"
3540,"Femenino",70,"CABA",24,2.2,2019-03-09,"Completo","Español","Santiago del Estero"
3541,"Masculino",70,"San Juan",43,1.7,2019-04-23,"Básico","Español,Inglés,Portugués","Catamarca"
3542,"Femenino",50,"Santa Fe",35,1.5,2022-02-13,"Intermedio","Español,Inglés,Portugués","San Luis"
3543,"Femenino",21,"Río Negro",32,5,2019-08-21,"Básico","Español","Santa Cruz"
3544,"Femenino",28,"Jujuy",3,3.3,2024-11-30,"Completo","Español,Inglés,Portugués","Río Negro"
3545,"Femenino",65,"Chubut",21,4.2,2019-07-31,"Intermedio","Español","Chaco"
3546,"Masculino",69,"Misiones",43,1.7,2021-02-21,"Completo","Español,Inglés","La Pampa"
3547,"Masculino",43,"Neuquén",11,4.1,2021-04-06,"Completo","Español,Portugués","Santa Cruz"
3548,"Femenino",39,"Catamarca",23,3.1,2024-10-01,"Completo","Español,Inglés,Portugués","Misiones"
3549,"Masculino",59,"La Pampa",38,3.6,2022-10-27,"Intermedio","Español,Inglés,Portugués","La Pampa"
3550,"Femenino",58,"Santiago del Estero",43,4.7,2020-02-13,"Completo","Español,Inglés","Formosa"
3551,"Femenino",57,"Chubut",10,1.8,2022-12-14,"Intermedio","Español,Inglés,Portugués","Mendoza"
3552,"Femenino",49,"La Rioja",22,1.3,2022-07-14,"Básico","Español","Río Negro"
3553,"Masculino",60,"Formosa",10,3.7,2021-12-20,"Intermedio","Español,Inglés","La Rioja"
3554,"Femenino",64,"Entre Ríos",13,2.6,2022-03-02,"Completo","Español,Portugués","Neuquén"
3555,"Masculino",51,"Jujuy",31,4.9,2020-06-30,"Intermedio","Español,Portugués","CABA"
3556,"Masculino",60,"Buenos Aires",2,3.9,2021-05-05,"Intermedio","Español,Portugués","La Rioja"
3557,"Femenino",40,"Mendoza",23,4,2024-03-03,"Intermedio","Español","Santa Cruz"
3558,"Femenino",22,"San Luis",30,1.6,2021-11-28,"Básico","Español,Inglés","Río Negro"
3559,"Femenino",45,"Tucumán",17,2.8,2023-08-15,"Intermedio","Español,Inglés","CABA"
3560,"Femenino",44,"CABA",13,1.9,2023-12-06,"Intermedio","Español,Portugués","Santa Cruz"
3561,"Femenino",24,"Santa Cruz",8,4.6,2019-04-14,"Básico","Español,Portugués","La Pampa"
3562,"Masculino",38,"San Luis",2,2.7,2020-05-27,"Intermedio","Español,Inglés,Portugués","Santa Fe"
3563,"Masculino",27,"Corrientes",49,3.1,2023-09-14,"Básico","Español,Inglés","Chaco"
3564,"Femenino",42,"Misiones",33,4.5,2019-08-20,"Completo","Español,Inglés","Salta"
3565,"Femenino",21,"Salta",23,1.7,2022-08-27,"Intermedio","Español,Inglés","Catamarca"
3566,"Masculino",39,"Santa Fe",17,4.5,2020-01-16,"Intermedio","Español","Santiago del Estero"
3567,"Masculino",45,"Catamarca",12,3.6,2020-12-13,"Intermedio","Español,Inglés","Chubut"
3568,"Masculino",36,"Catamarca",35,2.5,2022-02-16,"Básico","Español","Catamarca"
3569,"Femenino",63,"Buenos Aires",16,1.1,2023-08-01,"Completo","Español","Chubut"
3570,"Masculino",60,"Córdoba",38,2.8,2020-01-22,"Intermedio","Español,Portugués","Catamarca"
3571,"Femenino",70,"San Juan",46,1.9,2023-09-29,"Completo","Español","Córdoba"
3572,"Femenino",22,"Catamarca",13,3.4,2020-11-29,"Intermedio","Español","Tierra del Fuego"
3573,"Masculino",51,"Jujuy",7,3.2,2024-05-16,"Intermedio","Español,Inglés","Misiones"
3574,"Femenino",40,"Santa Fe",43,1.8,2022-01-02,"Completo","Español","Catamarca"
3575,"Femenino",49,"Chaco",26,2.7,2020-03-20,"Completo","Español,Inglés,Portugués","Formosa"
3576,"Masculino",47,"Salta",34,4.7,2023-08-23,"Básico","Español,Portugués","Mendoza"
3577,"Masculino",62,"Corrientes",16,4.5,2023-01-30,"Básico","Español,Inglés,Portugués","Tierra del Fuego"
3578,"Masculino",69,"Río Negro",34,1.6,2021-03-13,"Básico","Español,Inglés","CABA"
3579,"Femenino",60,"Jujuy",36,1.1,2021-02-20,"Básico","Español,Portugués","La Pampa"
3580,"Femenino",58,"Catamarca",10,3.9,2020-12-06,"Completo","Español","Misiones"
3581,"Masculino",47,"Neuquén",25,3.1,2019-10-29,"Básico","Español,Inglés,Portugués","Mendoza"
3582,"Masculino",44,"Córdoba",41,1.1,2023-12-12,"Intermedio","Español,Inglés","Chubut"
3583,"Masculino",67,"Córdoba",46,3.2,2020-05-26,"Completo","Español","Formosa"
3584,"Femenino",64,"La Rioja",26,1.9,2022-12-28,"Completo","Español,Inglés,Portugués","CABA"
3585,"Masculino",20,"Santa Fe",48,1.4,2022-04-20,"Completo","Español","La Pampa"
3586,"Femenino",28,"Salta",25,2.4,2023-11-14,"Básico","Español,Inglés,Portugués","Santa Cruz"
3587,"Masculino",48,"Río Negro",0,3,2023-06-12,"Intermedio","Español","Corrientes"
3588,"Masculino",32,"Formosa",41,3.1,2019-12-07,"Intermedio","Español,Inglés","La Rioja"
3589,"Femenino",19,"Neuquén",48,4.5,2022-07-19,"Básico","Español,Portugués","Tierra del Fuego"
3590,"Masculino",25,"Tierra del Fuego",45,1.1,2024-08-14,"Básico","Español,Inglés","Santa Fe"
3591,"Femenino",70,"Santa Cruz",30,4.6,2024-02-02,"Intermedio","Español,Inglés,Portugués","Buenos Aires"
3592,"Femenino",47,"Chubut",34,3.7,2020-08-18,"Básico","Español,Portugués","La Pampa"
3593,"Femenino",53,"Corrientes",50,2.9,2022-07-02,"Básico","Español,Portugués","Salta"
3594,"Masculino",23,"Río Negro",20,3,2024-08-11,"Completo","Español,Inglés,Portugués","Santa Fe"
3595,"Masculino",45,"Neuquén",27,2.9,2021-02-23,"Básico","Español,Inglés,Portugués","Chaco"
3596,"Masculino",27,"Santiago del Estero",12,4.2,2020-07-10,"Intermedio","Español,Inglés","San Luis"
3597,"Femenino",22,"Santiago del Estero",45,1.6,2020-07-27,"Básico","Español","San Luis"
3598,"Femenino",46,"Entre Ríos",33,2.1,2024-08-31,"Intermedio","Español,Portugués","La Rioja"
3599,"Femenino",46,"La Pampa",20,2.8,2020-05-18,"Intermedio","Español,Inglés,Portugués","Chubut"
3600,"Masculino",41,"Corrientes",38,4.6,2022-07-30,"Intermedio","Español,Portugués","Córdoba"
3601,"Masculino",44,"Mendoza",22,4.8,2024-02-08,"Completo","Español,Inglés","Chubut"
3602,"Femenino",41,"Tierra del Fuego",8,2.5,2020-07-22,"Completo","Español,Inglés,Portugués","Tucumán"
3603,"Femenino",25,"Córdoba",25,3.9,2019-01-19,"Básico","Español,Portugués","Salta"
3604,"Femenino",63,"Río Negro",46,4.2,2019-11-10,"Intermedio","Español,Inglés","Jujuy"
3605,"Masculino",64,"Corrientes",1,2,2020-02-29,"Completo","Español,Inglés","Misiones"
3606,"Femenino",27,"San Luis",33,2.4,2022-04-30,"Básico","Español","San Luis"
3607,"Masculino",60,"Tierra del Fuego",42,3.8,2023-03-10,"Intermedio","Español,Inglés","Santa Fe"
3608,"Masculino",40,"Formosa",16,3.8,2021-06-21,"Intermedio","Español,Portugués","Tucumán"
3609,"Masculino",65,"Neuquén",38,2.3,2023-06-04,"Intermedio","Español,Portugués","Santa Fe"
3610,"Femenino",65,"Neuquén",27,3.6,2024-07-03,"Básico","Español,Portugués","Neuquén"
3611,"Masculino",23,"Córdoba",12,2.1,2019-08-12,"Completo","Español","Tucumán"
3612,"Masculino",52,"Buenos Aires",34,4.6,2020-01-04,"Completo","Español,Inglés","Santiago del Estero"
3613,"Masculino",61,"La Pampa",19,3,2022-02-21,"Intermedio","Español,Portugués","CABA"
3614,"Femenino",51,"Tucumán",36,4.4,2019-10-11,"Básico","Español,Portugués","Chubut"
3615,"Femenino",36,"Tucumán",26,4.7,2023-05-15,"Intermedio","Español,Portugués","Tucumán"
3616,"Femenino",26,"San Luis",40,1,2019-11-29,"Completo","Español,Inglés","Entre Ríos"
3617,"Masculino",34,"Río Negro",9,4.3,2020-08-14,"Básico","Español,Portugués","Chubut"
3618,"Femenino",18,"CABA",25,4.3,2022-08-27,"Básico","Español","Chubut"
3619,"Masculino",61,"Córdoba",6,4.5,2020-03-29,"Básico","Español,Inglés,Portugués","Catamarca"
3620,"Masculino",53,"Neuquén",35,2.1,2022-07-04,"Intermedio","Español,Portugués","CABA"
3621,"Femenino",34,"Entre Ríos",14,2.4,2021-10-10,"Completo","Español,Portugués","La Rioja"
3622,"Masculino",21,"Formosa",24,4.9,2019-12-27,"Completo","Español,Portugués","Santa Fe"
3623,"Femenino",55,"Río Negro",24,3.6,2019-07-30,"Intermedio","Español,Inglés,Portugués","Entre Ríos"
3624,"Masculino",56,"Córdoba",26,4.2,2023-04-28,"Básico","Español,Portugués","Río Negro"
3625,"Femenino",67,"San Juan",46,4.3,2022-04-04,"Básico","Español,Portugués","Misiones"
3626,"Masculino",45,"Jujuy",37,2.7,2022-04-22,"Intermedio","Español,Inglés","Córdoba"
3627,"Femenino",23,"Jujuy",26,3.4,2021-01-22,"Intermedio","Español","Salta"
3628,"Masculino",27,"Corrientes",12,4,2020-06-06,"Básico","Español,Inglés,Portugués","Santa Cruz"
3629,"Femenino",26,"Tierra del Fuego",30,3,2023-07-18,"Básico","Español","Tucumán"
3630,"Femenino",57,"Río Negro",46,3.9,2020-09-02,"Completo","Español,Portugués","Chubut"
3631,"Masculino",22,"Formosa",31,3.3,2021-01-01,"Básico","Español","Tierra del Fuego"
3632,"Femenino",52,"Catamarca",21,3.8,2021-01-17,"Intermedio","Español,Portugués","Jujuy"
3633,"Femenino",43,"Entre Ríos",17,3.4,2020-02-16,"Completo","Español,Inglés","Río Negro"
3634,"Masculino",61,"Buenos Aires",20,4.7,2021-04-12,"Completo","Español,Portugués","Misiones"
3635,"Femenino",40,"Tierra del Fuego",20,4.3,2021-05-17,"Básico","Español,Inglés","Tierra del Fuego"
3636,"Femenino",48,"CABA",17,2.1,2023-02-09,"Completo","Español,Inglés","Tierra del Fuego"
3637,"Femenino",33,"Tierra del Fuego",38,4.8,2019-11-15,"Completo","Español","Catamarca"
3638,"Masculino",28,"Chaco",24,1.9,2021-08-07,"Intermedio","Español","CABA"
3639,"Femenino",36,"CABA",29,4.9,2022-12-03,"Básico","Español","San Juan"
3640,"Femenino",66,"Tucumán",50,4.5,2022-04-09,"Básico","Español,Inglés","Santa Cruz"
3641,"Femenino",66,"Salta",7,1.8,2024-02-09,"Básico","Español","Río Negro"
3642,"Masculino",54,"Santa Fe",22,2.8,2020-04-13,"Básico","Español,Portugués","Tierra del Fuego"
3643,"Femenino",66,"Mendoza",2,3.3,2024-08-25,"Intermedio","Español,Inglés","Entre Ríos"
3644,"Femenino",22,"San Juan",14,4.9,2019-02-19,"Completo","Español,Inglés","Misiones"
3645,"Masculino",19,"San Juan",49,4.5,2020-03-26,"Intermedio","Español","Corrientes"
3646,"Femenino",48,"Chaco",16,4.3,2019-01-19,"Completo","Español","Córdoba"
3647,"Femenino",22,"Formosa",18,3.7,2023-08-24,"Intermedio","Español,Portugués","Santa Fe"
3648,"Masculino",69,"Salta",39,4.7,2020-04-26,"Completo","Español,Portugués","San Juan"
3649,"Masculino",23,"Córdoba",12,3.5,2021-07-31,"Intermedio","Español","Tierra del Fuego"
3650,"Femenino",19,"San Juan",25,3.5,2023-02-09,"Intermedio","Español","Buenos Aires"
3651,"Femenino",28,"Buenos Aires",26,3.7,2021-09-30,"Intermedio","Español,Portugués","Santiago del Estero"
3652,"Masculino",63,"Corrientes",37,1.7,2024-08-13,"Básico","Español,Inglés","Córdoba"
3653,"Masculino",53,"CABA",4,1,2021-02-01,"Intermedio","Español,Inglés,Portugués","Santa Cruz"
3654,"Masculino",44,"Río Negro",18,3.3,2020-10-08,"Completo","Español,Inglés","Neuquén"
3655,"Femenino",50,"Mendoza",42,2.3,2024-08-30,"Básico","Español,Portugués","Tierra del Fuego"
3656,"Masculino",27,"Córdoba",49,2.3,2023-10-17,"Completo","Español,Portugués","Jujuy"
3657,"Femenino",59,"Chaco",14,3.5,2022-03-20,"Intermedio","Español,Portugués","San Luis"
3658,"Femenino",39,"Misiones",9,1.9,2021-11-20,"Intermedio","Español,Inglés","Corrientes"
3659,"Femenino",50,"CABA",27,4.1,2023-08-22,"Intermedio","Español,Inglés,Portugués","Buenos Aires"
3660,"Masculino",61,"San Luis",1,4.5,2019-05-27,"Básico","Español,Inglés,Portugués","Mendoza"
3661,"Masculino",51,"San Juan",42,1.9,2020-02-05,"Intermedio","Español,Portugués","CABA"
3662,"Femenino",50,"Salta",7,3.9,2020-03-31,"Intermedio","Español,Portugués","Córdoba"
3663,"Masculino",52,"San Luis",17,3,2020-06-03,"Básico","Español,Inglés,Portugués","Buenos Aires"
3664,"Femenino",49,"Jujuy",45,1.5,2023-05-16,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
3665,"Masculino",39,"Corrientes",26,4.7,2019-07-20,"Completo","Español,Inglés","San Juan"
3666,"Femenino",58,"Santa Fe",5,1.8,2022-07-26,"Intermedio","Español,Inglés,Portugués","Santa Cruz"
3667,"Masculino",34,"Córdoba",15,1.7,2020-07-13,"Completo","Español","La Pampa"
3668,"Masculino",39,"La Rioja",6,2.2,2020-03-03,"Completo","Español,Inglés,Portugués","Neuquén"
3669,"Femenino",52,"San Luis",27,2.9,2019-08-07,"Básico","Español,Portugués","Córdoba"
3670,"Masculino",59,"Tierra del Fuego",19,3.8,2020-09-29,"Completo","Español,Inglés,Portugués","Río Negro"
3671,"Femenino",37,"Chubut",3,1.5,2023-10-22,"Completo","Español,Inglés","Santa Cruz"
3672,"Masculino",19,"San Luis",26,2.2,2021-03-04,"Completo","Español,Inglés","Chaco"
3673,"Masculino",47,"Neuquén",31,3.4,2023-03-29,"Completo","Español,Portugués","CABA"
3674,"Masculino",30,"Río Negro",35,4.4,2022-07-21,"Completo","Español,Inglés","Corrientes"
3675,"Femenino",70,"La Pampa",4,1.2,2019-07-18,"Básico","Español,Inglés","La Pampa"
3676,"Masculino",65,"Neuquén",43,3.5,2020-11-15,"Intermedio","Español","CABA"
3677,"Femenino",19,"Tierra del Fuego",26,2.7,2022-07-08,"Intermedio","Español,Inglés","Misiones"
3678,"Masculino",47,"Mendoza",0,4.9,2020-04-25,"Completo","Español,Portugués","La Rioja"
3679,"Masculino",20,"Entre Ríos",34,2.8,2022-08-13,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
3680,"Masculino",33,"Corrientes",6,1.4,2023-09-14,"Básico","Español","Tierra del Fuego"
3681,"Femenino",32,"La Rioja",46,2.2,2024-08-07,"Intermedio","Español,Inglés","Salta"
3682,"Femenino",41,"Corrientes",36,1.1,2019-12-23,"Básico","Español,Portugués","Chaco"
3683,"Femenino",39,"Río Negro",44,3,2022-12-20,"Básico","Español,Inglés,Portugués","Jujuy"
3684,"Femenino",38,"Chubut",15,1.2,2019-08-19,"Básico","Español,Inglés","La Rioja"
3685,"Masculino",48,"Chubut",17,3.1,2019-10-15,"Completo","Español,Inglés,Portugués","La Pampa"
3686,"Masculino",29,"Chaco",27,4.1,2020-05-31,"Intermedio","Español,Portugués","Jujuy"
3687,"Femenino",40,"La Pampa",47,4.8,2024-01-08,"Completo","Español","Neuquén"
3688,"Masculino",62,"Misiones",42,2.4,2023-10-17,"Intermedio","Español,Portugués","San Juan"
3689,"Masculino",35,"Corrientes",45,4.9,2020-11-06,"Intermedio","Español,Inglés,Portugués","Salta"
3690,"Femenino",48,"Formosa",16,1.4,2020-03-19,"Básico","Español,Inglés","CABA"
3691,"Femenino",68,"Santa Cruz",28,1.8,2020-02-03,"Básico","Español,Inglés,Portugués","Entre Ríos"
3692,"Masculino",70,"Formosa",16,1.5,2023-01-21,"Básico","Español,Portugués","Chubut"
3693,"Femenino",48,"Corrientes",6,1.4,2022-10-21,"Intermedio","Español,Inglés","Mendoza"
3694,"Masculino",34,"Chaco",35,1.4,2021-03-31,"Básico","Español","San Luis"
3695,"Femenino",70,"Santiago del Estero",26,2.7,2019-09-27,"Intermedio","Español,Portugués","Formosa"
3696,"Masculino",65,"Salta",33,2.4,2022-08-06,"Completo","Español,Inglés","Jujuy"
3697,"Masculino",50,"Corrientes",9,3.2,2020-08-18,"Completo","Español,Portugués","Formosa"
3698,"Masculino",69,"Río Negro",45,2.2,2019-03-29,"Completo","Español","San Luis"
3699,"Femenino",65,"La Pampa",9,2.9,2022-09-02,"Básico","Español","Corrientes"
3700,"Femenino",37,"San Juan",18,3.5,2022-05-14,"Completo","Español,Inglés","Entre Ríos"
3701,"Femenino",53,"Tucumán",46,1.6,2022-01-08,"Completo","Español,Inglés","Mendoza"
3702,"Femenino",61,"CABA",6,1.2,2024-10-23,"Intermedio","Español,Portugués","Entre Ríos"
3703,"Masculino",22,"Córdoba",48,4.4,2023-04-22,"Completo","Español,Inglés","Chaco"
3704,"Femenino",34,"Tucumán",40,1.9,2021-11-05,"Básico","Español,Inglés,Portugués","La Rioja"
3705,"Masculino",28,"Córdoba",35,2.9,2022-02-17,"Básico","Español","Chaco"
3706,"Femenino",59,"Tierra del Fuego",48,1.5,2022-04-30,"Intermedio","Español,Inglés","Chaco"
3707,"Masculino",35,"La Pampa",40,2.2,2024-02-07,"Intermedio","Español,Inglés","Chubut"
3708,"Masculino",34,"Chaco",6,1.7,2024-07-11,"Intermedio","Español","La Pampa"
3709,"Femenino",19,"Jujuy",39,1.4,2019-01-04,"Básico","Español,Inglés","La Rioja"
3710,"Femenino",26,"CABA",0,3.9,2022-06-10,"Intermedio","Español","Santa Cruz"
3711,"Masculino",68,"Santa Cruz",0,1.7,2023-03-13,"Completo","Español,Inglés","Córdoba"
3712,"Masculino",69,"Corrientes",33,1.1,2024-09-14,"Intermedio","Español,Portugués","Santa Cruz"
3713,"Femenino",67,"San Luis",10,4.2,2020-07-03,"Intermedio","Español,Inglés","Chubut"
3714,"Femenino",64,"Corrientes",36,4.2,2020-05-15,"Completo","Español,Portugués","Entre Ríos"
3715,"Femenino",47,"Catamarca",33,2.2,2024-02-18,"Intermedio","Español,Portugués","Mendoza"
3716,"Femenino",45,"Buenos Aires",7,1.5,2019-01-03,"Completo","Español,Inglés,Portugués","Formosa"
3717,"Masculino",33,"Tierra del Fuego",44,2.8,2022-08-09,"Completo","Español,Inglés,Portugués","San Juan"
3718,"Masculino",70,"San Luis",25,4.8,2019-08-20,"Intermedio","Español,Portugués","Misiones"
3719,"Femenino",25,"San Juan",29,1.4,2022-01-26,"Básico","Español,Portugués","Misiones"
3720,"Masculino",59,"Santa Fe",37,3.2,2020-11-26,"Básico","Español,Inglés","Chaco"
3721,"Femenino",60,"Tucumán",15,4.8,2020-05-06,"Intermedio","Español,Inglés","Río Negro"
3722,"Femenino",42,"Santa Cruz",33,1.8,2021-05-15,"Básico","Español,Inglés","La Pampa"
3723,"Masculino",48,"Jujuy",37,2.3,2019-12-24,"Básico","Español,Inglés","Córdoba"
3724,"Masculino",46,"La Rioja",50,1.6,2021-03-14,"Completo","Español,Inglés","Misiones"
3725,"Masculino",56,"Río Negro",21,4.8,2022-04-25,"Intermedio","Español","Formosa"
3726,"Femenino",53,"San Juan",13,4.8,2024-11-12,"Básico","Español","San Juan"
3727,"Masculino",40,"Catamarca",43,1.6,2021-05-03,"Completo","Español,Portugués","Entre Ríos"
3728,"Femenino",68,"Chubut",47,2.4,2019-10-28,"Completo","Español,Inglés","Buenos Aires"
3729,"Femenino",37,"Misiones",22,2.8,2020-09-09,"Intermedio","Español,Inglés","Santa Fe"
3730,"Femenino",34,"Formosa",27,2.9,2022-12-16,"Intermedio","Español,Inglés,Portugués","San Luis"
3731,"Femenino",23,"Tucumán",45,2.5,2019-03-28,"Básico","Español,Inglés,Portugués","Jujuy"
3732,"Masculino",56,"Tucumán",33,2,2019-02-14,"Básico","Español,Portugués","CABA"
3733,"Femenino",28,"Chaco",22,2.8,2020-11-08,"Intermedio","Español,Portugués","San Juan"
3734,"Masculino",59,"Chaco",22,3.4,2022-02-16,"Básico","Español,Portugués","San Luis"
3735,"Femenino",67,"Neuquén",48,4.4,2019-09-18,"Básico","Español,Inglés","Jujuy"
3736,"Femenino",18,"CABA",26,4.3,2022-07-07,"Básico","Español,Portugués","Chaco"
3737,"Masculino",29,"San Juan",16,2.5,2021-04-04,"Completo","Español","Tierra del Fuego"
3738,"Masculino",23,"CABA",25,4.4,2019-12-07,"Completo","Español","Mendoza"
3739,"Masculino",23,"Misiones",33,4.9,2021-01-07,"Completo","Español","Salta"
3740,"Masculino",67,"Santa Cruz",35,4,2021-06-18,"Completo","Español","Jujuy"
3741,"Femenino",48,"CABA",19,3.7,2021-09-01,"Completo","Español","Neuquén"
3742,"Femenino",67,"La Rioja",30,1.2,2023-07-28,"Intermedio","Español","Río Negro"
3743,"Masculino",19,"Santa Fe",15,2.4,2019-12-12,"Completo","Español,Inglés","La Rioja"
3744,"Masculino",34,"Santa Fe",2,3,2023-07-16,"Intermedio","Español,Portugués","San Juan"
3745,"Masculino",36,"Tucumán",49,1.2,2021-11-07,"Completo","Español,Inglés,Portugués","Tierra del Fuego"
3746,"Masculino",57,"Buenos Aires",23,4.7,2023-08-02,"Completo","Español,Portugués","Chubut"
3747,"Masculino",64,"La Pampa",47,2.8,2021-01-15,"Completo","Español,Inglés","Formosa"
3748,"Masculino",58,"Neuquén",35,3.2,2024-01-04,"Básico","Español","Neuquén"
3749,"Masculino",70,"Salta",50,1.2,2019-06-13,"Completo","Español,Portugués","Tucumán"
3750,"Femenino",58,"Entre Ríos",32,4.5,2024-01-14,"Completo","Español","La Pampa"
3751,"Masculino",64,"Misiones",25,4,2020-10-24,"Completo","Español,Inglés","La Pampa"
3752,"Femenino",33,"Chubut",40,1.3,2020-09-02,"Intermedio","Español,Portugués","Tucumán"
3753,"Masculino",29,"Santa Fe",36,1.8,2024-10-19,"Intermedio","Español,Inglés","Misiones"
3754,"Masculino",58,"Salta",49,4.9,2020-06-26,"Básico","Español","Santiago del Estero"
3755,"Femenino",51,"Tucumán",41,2.6,2020-04-10,"Completo","Español,Inglés,Portugués","Chaco"
3756,"Femenino",57,"San Luis",3,2.7,2023-05-02,"Completo","Español,Portugués","San Juan"
3757,"Femenino",27,"La Pampa",39,2.6,2023-06-28,"Completo","Español,Inglés","Santa Fe"
3758,"Femenino",37,"Santa Cruz",37,4.8,2019-08-04,"Completo","Español","Neuquén"
3759,"Masculino",68,"Santa Fe",11,2.1,2023-11-17,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
3760,"Femenino",19,"Río Negro",40,3.1,2023-07-23,"Completo","Español,Portugués","San Juan"
3761,"Masculino",52,"San Juan",0,4.5,2024-12-14,"Básico","Español","Catamarca"
3762,"Femenino",70,"La Rioja",13,3.3,2024-02-22,"Básico","Español,Inglés","Tucumán"
3763,"Femenino",38,"Corrientes",28,4.5,2019-04-06,"Básico","Español,Inglés,Portugués","Buenos Aires"
3764,"Masculino",67,"Entre Ríos",23,1.9,2019-03-09,"Básico","Español,Inglés,Portugués","Neuquén"
3765,"Masculino",32,"CABA",22,2,2023-06-21,"Básico","Español","La Pampa"
3766,"Masculino",49,"San Luis",27,4.1,2019-03-31,"Intermedio","Español,Inglés","Catamarca"
3767,"Masculino",53,"Tucumán",15,3.1,2021-10-08,"Intermedio","Español,Portugués","Buenos Aires"
3768,"Masculino",31,"Formosa",39,2.7,2022-09-10,"Intermedio","Español,Inglés","San Luis"
3769,"Femenino",31,"CABA",43,3.2,2023-04-05,"Completo","Español,Portugués","Tierra del Fuego"
3770,"Masculino",23,"Río Negro",28,4.6,2021-06-17,"Básico","Español,Portugués","Tierra del Fuego"
3771,"Femenino",18,"Corrientes",12,1.6,2020-04-14,"Intermedio","Español,Inglés","La Pampa"
3772,"Masculino",19,"Tierra del Fuego",40,2.4,2023-09-08,"Completo","Español,Portugués","Río Negro"
3773,"Masculino",23,"San Luis",36,1.1,2021-05-20,"Completo","Español,Portugués","Salta"
3774,"Masculino",37,"Córdoba",42,2.6,2021-10-05,"Básico","Español,Portugués","Chubut"
3775,"Femenino",48,"San Juan",35,1.9,2019-08-04,"Intermedio","Español,Portugués","CABA"
3776,"Femenino",61,"Formosa",6,2.1,2023-07-14,"Básico","Español,Inglés,Portugués","Mendoza"
