"id_transaccion","cantidad_noches","precio_noche","cantidad_personas","fecha_checkin","fecha_checkout","metodo_pago","estado_transaccion","descuento_aplicado","costo_limpieza","costo_servicio","impuestos","calificacion_huesped","calificacion_anfitrion"
94762,11,43214,1,2024-02-16,2024-02-27,"Tarjeta de crédito","Cancelada",6,4806,71303,99824,NA,NA
94763,6,14644,10,2024-05-21,2024-05-27,"Transferencia bancaria","Completada",29,3261,13180,18451,2,2
94764,10,16213,2,2024-09-22,2024-10-02,"Tarjeta de crédito","Completada",14,2626,24320,34047,4,1
94765,12,27869,3,2023-12-20,2024-01-01,"Tarjeta de crédito","Completada",6,2869,50164,70230,5,1
94766,7,26086,3,2023-11-19,2023-11-26,"Transferencia bancaria","Completada",18,5708,27390,38346,4,5
94767,6,12539,5,2023-11-17,2023-11-23,"Tarjeta de crédito","Cancelada",0,3951,11285,15799,NA,NA
94768,1,23599,6,2025-01-19,2025-01-20,"Tarjeta de crédito","Completada",27,7322,3540,4956,5,4
94769,14,9474,2,2023-06-16,2023-06-30,"Transferencia bancaria","Completada",27,3022,19895,27854,4,3
94770,8,23051,5,2023-11-11,2023-11-19,"Billetera virtual","Completada",30,4650,27661,38726,3,2
94771,1,39372,1,2024-04-04,2024-04-05,"Transferencia bancaria","Completada",2,2718,5906,8268,2,3
94772,12,10255,4,2023-12-10,2023-12-22,"Tarjeta de crédito","Completada",25,4357,18459,25843,5,2
94773,12,32919,1,2023-04-25,2023-05-07,"Tarjeta de crédito","Completada",11,7232,59254,82956,3,1
94774,5,7215,3,2024-05-16,2024-05-21,"Efectivo","Completada",28,5576,5411,7576,4,4
94775,11,47370,2,2023-02-15,2023-02-26,"Tarjeta de crédito","Completada",12,2077,78160,109425,1,1
94776,5,22522,3,2025-02-04,2025-02-09,"Transferencia bancaria","Pendiente",26,6925,16892,23648,NA,NA
94777,13,23984,4,2023-07-15,2023-07-28,"Transferencia bancaria","Completada",16,2158,46769,65476,4,2
94778,8,58211,1,2024-04-30,2024-05-08,"Efectivo","En curso",28,7349,69853,97794,NA,NA
94779,4,53171,5,2024-08-16,2024-08-20,"Tarjeta de crédito","Pendiente",17,6296,31903,44664,NA,NA
94780,7,31967,2,2023-03-14,2023-03-21,"Tarjeta de crédito","Completada",18,6925,33565,46991,3,2
94781,6,9940,2,2023-03-13,2023-03-19,"Tarjeta de crédito","Completada",14,6277,8946,12524,2,5
94782,9,16293,1,2023-07-30,2023-08-08,"Billetera virtual","Completada",7,2590,21996,30794,1,5
94783,5,8414,2,2024-11-25,2024-11-30,"Tarjeta de crédito","Pendiente",27,7435,6310,8835,NA,NA
94784,1,45804,4,2024-04-24,2024-04-25,"Tarjeta de crédito","Completada",9,6385,6871,9619,1,4
94785,2,16474,3,2023-06-21,2023-06-23,"Tarjeta de crédito","Pendiente",20,7161,4942,6919,NA,NA
94786,4,52684,2,2025-01-14,2025-01-18,"Transferencia bancaria","En curso",3,5549,31610,44255,NA,NA
94787,7,32477,1,2023-10-17,2023-10-24,"Transferencia bancaria","En curso",27,2653,34101,47741,NA,NA
94788,10,10438,3,2024-05-11,2024-05-21,"Tarjeta de crédito","Completada",22,3706,15657,21920,2,3
94789,11,13455,4,2024-05-22,2024-06-02,"Tarjeta de crédito","Completada",25,7727,22201,31081,3,3
94790,10,29000,6,2024-01-07,2024-01-17,"Tarjeta de crédito","Completada",25,7184,43500,60900,3,2
94791,12,9583,1,2023-08-15,2023-08-27,"Tarjeta de crédito","Completada",6,4669,17249,24149,5,1
94792,9,10805,1,2023-08-08,2023-08-17,"Tarjeta de crédito","Completada",9,4169,14587,20421,1,4
94793,13,10260,3,2024-06-18,2024-07-01,"Transferencia bancaria","Cancelada",12,4212,20007,28010,NA,NA
94794,10,6755,5,2023-04-15,2023-04-25,"Tarjeta de crédito","Cancelada",14,7600,10132,14186,NA,NA
94795,4,16397,3,2023-05-30,2023-06-03,"Transferencia bancaria","Cancelada",27,3026,9838,13773,NA,NA
94796,4,19828,6,2024-05-13,2024-05-17,"Tarjeta de crédito","Completada",13,7468,11897,16656,2,2
94797,9,21120,1,2023-05-10,2023-05-19,"Billetera virtual","Completada",20,4428,28512,39917,1,3
94798,2,11297,6,2023-06-05,2023-06-07,"Billetera virtual","Completada",16,5708,3389,4745,1,1
94799,9,4594,11,2023-08-22,2023-08-31,"Tarjeta de crédito","Cancelada",8,5711,6202,8683,NA,NA
94800,10,15025,6,2023-10-09,2023-10-19,"Transferencia bancaria","Pendiente",24,2974,22538,31552,NA,NA
94801,5,53319,7,2024-02-13,2024-02-18,"Billetera virtual","Cancelada",12,6387,39989,55985,NA,NA
94802,11,34726,5,2023-06-14,2023-06-25,"Tarjeta de crédito","En curso",15,3765,57298,80217,NA,NA
94803,12,33424,10,2024-06-17,2024-06-29,"Tarjeta de crédito","Completada",11,7830,60163,84228,4,4
94804,9,10571,2,2024-01-09,2024-01-18,"Tarjeta de crédito","En curso",0,6036,14271,19979,NA,NA
94805,5,15166,1,2024-03-09,2024-03-14,"Tarjeta de crédito","Completada",12,7087,11374,15924,4,1
94806,4,14659,4,2025-02-06,2025-02-10,"Tarjeta de crédito","Pendiente",23,6775,8795,12314,NA,NA
94807,5,6804,9,2023-06-27,2023-07-02,"Tarjeta de crédito","Completada",10,4992,5103,7144,4,3
94808,2,55027,1,2023-08-10,2023-08-12,"Efectivo","Completada",21,5721,16508,23111,4,5
94809,4,18370,5,2023-04-10,2023-04-14,"Efectivo","Completada",1,5069,11022,15431,2,2
94810,1,45877,4,2023-07-28,2023-07-29,"Tarjeta de crédito","Cancelada",26,5004,6882,9634,NA,NA
94811,14,24106,6,2024-02-09,2024-02-23,"Billetera virtual","Completada",22,7105,50623,70872,2,1
94812,5,7152,1,2023-06-05,2023-06-10,"Transferencia bancaria","En curso",22,6899,5364,7510,NA,NA
94813,10,30578,8,2024-06-12,2024-06-22,"Transferencia bancaria","Completada",21,5505,45867,64214,3,4
94814,3,27582,1,2023-11-12,2023-11-15,"Tarjeta de crédito","Completada",2,6943,12412,17377,2,3
94815,6,13091,3,2023-11-24,2023-11-30,"Transferencia bancaria","Pendiente",27,5126,11782,16495,NA,NA
94816,2,13467,4,2024-08-06,2024-08-08,"Tarjeta de crédito","En curso",14,6931,4040,5656,NA,NA
94817,9,26669,1,2023-01-18,2023-01-27,"Transferencia bancaria","Completada",19,7601,36003,50404,3,1
94818,9,18683,2,2024-05-07,2024-05-16,"Tarjeta de crédito","Completada",23,6407,25222,35311,1,5
94819,7,18295,2,2023-12-16,2023-12-23,"Transferencia bancaria","Completada",4,4966,19210,26894,5,1
94820,2,16526,4,2023-07-18,2023-07-20,"Transferencia bancaria","Completada",4,2365,4958,6941,4,2
94821,8,38224,6,2024-05-16,2024-05-24,"Transferencia bancaria","Completada",27,4191,45869,64216,3,1
94822,12,7971,3,2024-01-27,2024-02-08,"Transferencia bancaria","Completada",18,3089,14348,20087,3,5
94823,6,17629,1,2024-07-21,2024-07-27,"Tarjeta de crédito","Completada",21,2450,15866,22213,1,1
94824,1,5983,5,2023-06-21,2023-06-22,"Tarjeta de crédito","Completada",24,7723,897,1256,5,3
94825,13,6311,9,2023-07-16,2023-07-29,"Tarjeta de crédito","Cancelada",21,2585,12306,17229,NA,NA
94826,1,18274,7,2024-03-15,2024-03-16,"Tarjeta de crédito","Pendiente",13,2011,2741,3838,NA,NA
94827,8,57119,2,2023-08-25,2023-09-02,"Transferencia bancaria","Pendiente",21,7899,68543,95960,NA,NA
94828,6,23835,4,2023-07-18,2023-07-24,"Tarjeta de crédito","Completada",20,6120,21452,30032,4,4
94829,9,28287,1,2024-07-05,2024-07-14,"Transferencia bancaria","Completada",27,5493,38187,53462,3,5
94830,5,31191,7,2023-02-18,2023-02-23,"Tarjeta de crédito","Completada",28,5331,23393,32751,1,4
94831,8,26198,6,2024-08-27,2024-09-04,"Tarjeta de crédito","Completada",23,7635,31438,44013,2,2
94832,12,37941,5,2024-08-09,2024-08-21,"Tarjeta de crédito","Completada",10,5860,68294,95611,4,4
94833,5,9153,4,2024-06-14,2024-06-19,"Billetera virtual","Pendiente",22,6601,6865,9611,NA,NA
94834,10,12617,3,2024-09-18,2024-09-28,"Efectivo","Completada",1,7720,18926,26496,3,3
94835,6,31993,3,2023-11-01,2023-11-07,"Tarjeta de crédito","Completada",30,2912,28794,40311,4,2
94836,4,30423,1,2024-02-29,2024-03-04,"Tarjeta de crédito","Completada",27,7548,18254,25555,5,3
94837,4,43315,2,2023-05-30,2023-06-03,"Efectivo","Completada",25,4132,25989,36385,3,2
94838,12,21566,6,2023-12-26,2024-01-07,"Tarjeta de crédito","Completada",28,3783,38819,54346,1,1
94839,9,5179,4,2024-03-29,2024-04-07,"Transferencia bancaria","Completada",6,4054,6992,9788,2,4
94840,4,10263,7,2024-12-22,2024-12-26,"Tarjeta de crédito","Completada",6,5402,6158,8621,3,1
94841,13,24524,7,2024-01-25,2024-02-07,"Tarjeta de crédito","Cancelada",10,7270,47822,66951,NA,NA
94842,6,44865,4,2024-05-22,2024-05-28,"Transferencia bancaria","Completada",23,7272,40378,56530,3,5
94843,11,51789,6,2023-02-02,2023-02-13,"Tarjeta de crédito","Completada",22,5148,85452,119633,5,1
94844,11,30146,3,2023-08-05,2023-08-16,"Transferencia bancaria","Pendiente",9,3954,49741,69637,NA,NA
94845,12,6974,1,2023-03-07,2023-03-19,"Tarjeta de crédito","Completada",18,2822,12553,17574,2,5
94846,6,39224,7,2024-03-11,2024-03-17,"Tarjeta de crédito","Pendiente",15,6116,35302,49422,NA,NA
94847,5,32256,5,2023-03-07,2023-03-12,"Tarjeta de crédito","Completada",6,2317,24192,33869,2,5
94848,10,8472,2,2023-04-13,2023-04-23,"Tarjeta de crédito","Completada",17,7014,12708,17791,1,5
94849,11,17470,4,2025-01-18,2025-01-29,"Efectivo","Completada",20,5767,28826,40356,1,1
94850,9,40184,2,2023-09-26,2023-10-05,"Billetera virtual","Completada",12,5670,54248,75948,1,1
94851,3,27108,3,2024-05-29,2024-06-01,"Tarjeta de crédito","Completada",28,5430,12199,17078,5,2
94852,2,28834,6,2025-02-24,2025-02-26,"Tarjeta de crédito","Completada",1,4296,8650,12110,5,3
94853,5,50918,12,2024-03-09,2024-03-14,"Efectivo","Completada",16,2428,38188,53464,2,4
94854,4,7756,3,2025-02-08,2025-02-12,"Tarjeta de crédito","Completada",14,3172,4654,6515,2,5
94855,7,34684,2,2023-02-03,2023-02-10,"Tarjeta de crédito","Cancelada",5,3268,36418,50985,NA,NA
94856,12,13950,4,2024-04-17,2024-04-29,"Tarjeta de crédito","En curso",18,3983,25110,35154,NA,NA
94857,8,7432,2,2024-11-28,2024-12-06,"Tarjeta de crédito","Completada",22,6125,8918,12486,5,5
94858,1,30888,10,2023-11-14,2023-11-15,"Tarjeta de crédito","Completada",30,7324,4633,6486,3,5
94859,4,24685,5,2023-09-23,2023-09-27,"Tarjeta de crédito","En curso",22,6987,14811,20735,NA,NA
94860,3,13950,4,2023-08-06,2023-08-09,"Tarjeta de crédito","Completada",4,6374,6278,8788,2,5
94861,10,13064,12,2023-11-29,2023-12-09,"Tarjeta de crédito","Completada",25,7885,19596,27434,2,5
94862,10,30064,6,2023-08-26,2023-09-05,"Tarjeta de crédito","Completada",10,7557,45096,63134,4,3
94863,8,38648,2,2024-12-29,2025-01-06,"Efectivo","Completada",12,2254,46378,64929,4,2
94864,14,6281,7,2024-08-09,2024-08-23,"Tarjeta de crédito","Completada",5,2344,13190,18466,3,2
94865,1,24322,1,2024-01-16,2024-01-17,"Tarjeta de crédito","Completada",12,6374,3648,5108,2,5
94866,7,20367,6,2023-03-15,2023-03-22,"Tarjeta de crédito","Completada",22,6137,21385,29939,4,5
94867,7,35537,7,2023-10-01,2023-10-08,"Tarjeta de crédito","Completada",19,5332,37314,52239,5,4
94868,5,10266,1,2023-06-02,2023-06-07,"Tarjeta de crédito","Completada",16,3828,7700,10779,5,4
94869,10,10255,7,2023-06-07,2023-06-17,"Tarjeta de crédito","Completada",21,2905,15382,21536,3,1
94870,2,35673,9,2024-02-12,2024-02-14,"Transferencia bancaria","Completada",6,2733,10702,14983,2,5
94871,1,30204,6,2024-07-20,2024-07-21,"Tarjeta de crédito","Completada",19,5407,4531,6343,1,4
94872,5,24995,3,2024-07-19,2024-07-24,"Tarjeta de crédito","Completada",2,6483,18746,26245,2,5
94873,5,53489,1,2024-12-09,2024-12-14,"Efectivo","Pendiente",23,7989,40117,56163,NA,NA
94874,4,5072,7,2024-09-11,2024-09-15,"Tarjeta de crédito","Completada",10,2094,3043,4260,2,4
94875,11,53144,1,2023-12-19,2023-12-30,"Tarjeta de crédito","Cancelada",2,3097,87688,122763,NA,NA
94876,12,27876,5,2024-12-10,2024-12-22,"Billetera virtual","Cancelada",2,2821,50177,70248,NA,NA
94877,11,46092,2,2023-10-08,2023-10-19,"Transferencia bancaria","Completada",16,4620,76052,106473,4,1
94878,2,39609,3,2023-09-10,2023-09-12,"Tarjeta de crédito","Completada",22,4655,11883,16636,2,1
94879,12,35217,9,2023-08-18,2023-08-30,"Tarjeta de crédito","Completada",7,4050,63391,88747,1,1
94880,6,29406,3,2023-07-09,2023-07-15,"Tarjeta de crédito","Cancelada",9,5794,26465,37052,NA,NA
94881,12,18386,1,2024-11-08,2024-11-20,"Tarjeta de crédito","En curso",3,5014,33095,46333,NA,NA
94882,5,23966,4,2023-10-26,2023-10-31,"Transferencia bancaria","Completada",9,4955,17974,25164,1,5
94883,7,25024,6,2024-11-30,2024-12-07,"Tarjeta de crédito","Completada",2,4454,26275,36785,3,5
94884,11,20223,7,2024-03-07,2024-03-18,"Tarjeta de crédito","Pendiente",10,7866,33368,46715,NA,NA
94885,7,27089,5,2023-03-17,2023-03-24,"Tarjeta de crédito","Completada",18,2803,28443,39821,4,1
94886,1,15317,1,2024-02-18,2024-02-19,"Tarjeta de crédito","Completada",30,4912,2298,3217,5,2
94887,5,10453,4,2024-04-22,2024-04-27,"Efectivo","Pendiente",19,5225,7840,10976,NA,NA
94888,10,25499,4,2023-07-12,2023-07-22,"Tarjeta de crédito","Pendiente",15,5887,38248,53548,NA,NA
94889,1,35628,1,2024-07-28,2024-07-29,"Tarjeta de crédito","Completada",12,3731,5344,7482,4,3
94890,13,31014,2,2023-06-15,2023-06-28,"Transferencia bancaria","Completada",8,4111,60477,84668,1,2
94891,1,27966,1,2023-07-01,2023-07-02,"Tarjeta de crédito","Pendiente",5,7120,4195,5873,NA,NA
94892,8,26869,4,2024-01-13,2024-01-21,"Tarjeta de crédito","Completada",21,7961,32243,45140,1,4
94893,3,46485,4,2024-06-06,2024-06-09,"Tarjeta de crédito","Completada",5,2478,20918,29286,1,4
94894,3,46624,2,2024-09-21,2024-09-24,"Transferencia bancaria","Completada",29,2145,20981,29373,5,3
94895,4,30678,2,2023-08-02,2023-08-06,"Billetera virtual","Completada",5,3640,18407,25770,5,5
94896,3,12598,3,2024-12-29,2025-01-01,"Tarjeta de crédito","Completada",7,2386,5669,7937,2,1
94897,7,6987,5,2024-01-01,2024-01-08,"Tarjeta de crédito","Completada",29,2633,7336,10271,4,1
94898,9,20142,8,2024-04-14,2024-04-23,"Tarjeta de crédito","Completada",21,3476,27192,38068,1,1
94899,12,8443,6,2023-07-30,2023-08-11,"Tarjeta de crédito","Completada",28,4872,15197,21276,1,2
94900,8,7968,2,2024-04-28,2024-05-06,"Transferencia bancaria","Completada",19,3503,9562,13386,1,3
94901,14,13498,3,2023-09-15,2023-09-29,"Tarjeta de crédito","Completada",7,5346,28346,39684,4,3
94902,9,29017,5,2024-06-13,2024-06-22,"Transferencia bancaria","Completada",18,2696,39173,54842,3,3
94903,14,27180,6,2024-01-16,2024-01-30,"Tarjeta de crédito","Pendiente",3,2832,57078,79909,NA,NA
94904,6,9361,5,2024-12-26,2025-01-01,"Efectivo","Completada",16,4528,8425,11795,5,3
94905,11,49775,6,2023-06-22,2023-07-03,"Transferencia bancaria","Completada",22,7124,82129,114980,4,5
94906,7,26646,4,2024-06-22,2024-06-29,"Tarjeta de crédito","Completada",21,5881,27978,39170,2,2
94907,6,6018,1,2023-03-15,2023-03-21,"Efectivo","Completada",3,6135,5416,7583,4,4
94908,14,42467,1,2024-07-13,2024-07-27,"Tarjeta de crédito","Completada",1,3120,89181,124853,4,1
94909,8,42518,4,2024-09-16,2024-09-24,"Transferencia bancaria","Completada",26,6120,51022,71430,4,1
94910,4,12296,4,2024-09-12,2024-09-16,"Tarjeta de crédito","Completada",21,4286,7378,10329,4,1
94911,13,11314,2,2024-01-08,2024-01-21,"Tarjeta de crédito","Pendiente",7,2903,22062,30887,NA,NA
94912,5,56887,4,2023-10-03,2023-10-08,"Tarjeta de crédito","Completada",11,5944,42665,59731,3,2
94913,13,50132,4,2024-09-16,2024-09-29,"Transferencia bancaria","Completada",13,6367,97757,136860,2,1
94914,4,9507,2,2023-03-29,2023-04-02,"Transferencia bancaria","Completada",17,4743,5704,7986,5,1
94915,2,6919,1,2025-01-28,2025-01-30,"Efectivo","Completada",27,7365,2076,2906,4,2
94916,7,12376,9,2023-08-05,2023-08-12,"Tarjeta de crédito","En curso",11,4425,12995,18193,NA,NA
94917,9,31327,6,2024-05-10,2024-05-19,"Billetera virtual","Completada",23,5925,42291,59208,1,5
94918,6,15661,3,2024-06-15,2024-06-21,"Tarjeta de crédito","En curso",25,2837,14095,19733,NA,NA
94919,6,26751,2,2025-01-15,2025-01-21,"Billetera virtual","Completada",17,2966,24076,33706,3,5
94920,4,29846,3,2024-09-25,2024-09-29,"Tarjeta de crédito","Pendiente",26,4574,17908,25071,NA,NA
94921,10,41464,1,2024-06-29,2024-07-09,"Transferencia bancaria","En curso",15,6222,62196,87074,NA,NA
94922,10,38395,3,2023-03-04,2023-03-14,"Billetera virtual","Completada",18,2767,57592,80630,5,2
94923,4,44393,1,2023-12-28,2024-01-01,"Transferencia bancaria","Completada",29,3763,26636,37290,4,5
94924,1,20104,5,2023-07-06,2023-07-07,"Tarjeta de crédito","En curso",1,7636,3016,4222,NA,NA
94925,10,13833,3,2024-02-21,2024-03-02,"Tarjeta de crédito","Completada",15,2324,20750,29049,3,5
94926,1,8317,6,2024-01-24,2024-01-25,"Efectivo","Completada",24,6881,1248,1747,4,4
94927,1,21856,4,2024-10-26,2024-10-27,"Efectivo","Completada",29,2522,3278,4590,5,2
94928,14,30474,3,2023-02-20,2023-03-06,"Transferencia bancaria","En curso",30,3203,63995,89594,NA,NA
94929,1,62395,1,2023-11-26,2023-11-27,"Transferencia bancaria","Completada",6,7920,9359,13103,3,1
94930,1,25260,6,2024-04-24,2024-04-25,"Tarjeta de crédito","Completada",10,2298,3789,5305,4,3
94931,9,8831,3,2024-08-03,2024-08-12,"Tarjeta de crédito","Completada",25,6220,11922,16691,1,2
94932,13,14379,6,2024-10-25,2024-11-07,"Tarjeta de crédito","En curso",15,5198,28039,39255,NA,NA
94933,9,19833,4,2024-02-08,2024-02-17,"Tarjeta de crédito","Completada",10,6402,26775,37484,3,2
94934,3,9281,1,2023-03-02,2023-03-05,"Transferencia bancaria","Completada",28,3689,4176,5847,1,4
94935,5,54578,7,2024-03-04,2024-03-09,"Tarjeta de crédito","Completada",6,2393,40934,57307,3,2
94936,10,26356,2,2023-07-09,2023-07-19,"Tarjeta de crédito","En curso",10,3924,39534,55348,NA,NA
94937,1,33167,4,2023-03-05,2023-03-06,"Tarjeta de crédito","Completada",10,7686,4975,6965,1,1
94938,6,12180,2,2023-11-03,2023-11-09,"Tarjeta de crédito","Cancelada",5,2813,10962,15347,NA,NA
94939,4,11830,8,2023-10-23,2023-10-27,"Tarjeta de crédito","Completada",7,7443,7098,9937,1,1
94940,11,5987,2,2024-12-08,2024-12-19,"Tarjeta de crédito","Completada",1,6038,9879,13830,1,5
94941,11,36987,8,2024-09-28,2024-10-09,"Billetera virtual","Cancelada",13,3497,61029,85440,NA,NA
94942,6,14855,1,2025-01-09,2025-01-15,"Billetera virtual","Pendiente",15,3008,13370,18717,NA,NA
94943,14,31926,1,2023-11-18,2023-12-02,"Tarjeta de crédito","Completada",11,6613,67045,93862,3,2
94944,13,17753,3,2024-02-15,2024-02-28,"Efectivo","En curso",27,7586,34618,48466,NA,NA
94945,6,31462,3,2023-09-24,2023-09-30,"Tarjeta de crédito","Pendiente",14,4513,28316,39642,NA,NA
94946,6,38104,6,2024-05-19,2024-05-25,"Billetera virtual","Completada",19,4113,34294,48011,4,2
94947,1,8662,2,2024-12-12,2024-12-13,"Tarjeta de crédito","Completada",1,5637,1299,1819,1,4
94948,8,5442,5,2024-10-08,2024-10-16,"Efectivo","Completada",1,5739,6530,9143,2,2
94949,8,17940,1,2023-09-16,2023-09-24,"Tarjeta de crédito","Completada",30,2539,21528,30139,5,5
94950,5,42400,2,2023-11-27,2023-12-02,"Transferencia bancaria","Completada",28,4600,31800,44520,3,4
94951,13,32616,2,2023-11-06,2023-11-19,"Tarjeta de crédito","Completada",28,3128,63601,89042,4,2
94952,13,57801,2,2024-06-22,2024-07-05,"Tarjeta de crédito","Pendiente",4,5280,112712,157797,NA,NA
94953,3,8128,6,2023-10-01,2023-10-04,"Tarjeta de crédito","Completada",0,5545,3658,5121,5,2
94954,6,13620,9,2024-09-08,2024-09-14,"Transferencia bancaria","Cancelada",20,7881,12258,17161,NA,NA
94955,4,46737,4,2025-02-13,2025-02-17,"Transferencia bancaria","Pendiente",17,3227,28042,39259,NA,NA
94956,10,36582,4,2023-02-28,2023-03-10,"Transferencia bancaria","Completada",11,3978,54873,76822,1,1
94957,2,26092,3,2023-08-10,2023-08-12,"Transferencia bancaria","Completada",26,5485,7828,10959,2,3
94958,10,16865,5,2024-02-02,2024-02-12,"Billetera virtual","Completada",14,3080,25298,35416,2,1
94959,3,20897,1,2023-03-05,2023-03-08,"Billetera virtual","Completada",1,6615,9404,13165,5,5
94960,4,61701,2,2024-05-06,2024-05-10,"Tarjeta de crédito","Cancelada",14,3981,37021,51829,NA,NA
94961,2,49050,1,2023-12-18,2023-12-20,"Billetera virtual","Cancelada",24,3524,14715,20601,NA,NA
94962,12,16084,4,2024-04-18,2024-04-30,"Tarjeta de crédito","Completada",26,5059,28951,40532,5,1
94963,10,51501,8,2024-05-31,2024-06-10,"Transferencia bancaria","Pendiente",13,5269,77252,108152,NA,NA
94964,9,30679,2,2023-08-01,2023-08-10,"Transferencia bancaria","Cancelada",10,7135,41417,57983,NA,NA
94965,6,49457,6,2024-08-12,2024-08-18,"Tarjeta de crédito","Pendiente",2,6988,44511,62316,NA,NA
94966,7,13807,2,2023-04-26,2023-05-03,"Transferencia bancaria","Completada",24,5363,14497,20296,1,2
94967,7,8238,3,2023-11-06,2023-11-13,"Tarjeta de crédito","Completada",1,4362,8650,12110,4,4
94968,9,20653,10,2024-09-04,2024-09-13,"Tarjeta de crédito","Cancelada",17,7786,27882,39034,NA,NA
94969,9,17916,7,2023-11-30,2023-12-09,"Tarjeta de crédito","Completada",23,4268,24187,33861,2,2
94970,14,33397,3,2024-02-28,2024-03-13,"Efectivo","Completada",5,5012,70134,98187,1,4
94971,14,12252,3,2023-02-24,2023-03-10,"Transferencia bancaria","En curso",4,2588,25729,36021,NA,NA
94972,2,56070,4,2023-09-22,2023-09-24,"Tarjeta de crédito","Completada",30,3842,16821,23549,1,3
94973,3,27837,1,2024-01-16,2024-01-19,"Transferencia bancaria","Completada",6,6150,12527,17537,3,3
94974,8,29659,3,2024-10-14,2024-10-22,"Tarjeta de crédito","Completada",8,4969,35591,49827,1,2
94975,4,15887,1,2023-04-08,2023-04-12,"Tarjeta de crédito","Completada",11,5782,9532,13345,5,2
94976,5,47535,3,2024-05-19,2024-05-24,"Billetera virtual","Completada",30,2219,35651,49912,2,5
94977,1,21985,6,2023-12-18,2023-12-19,"Efectivo","Completada",30,6618,3298,4617,4,3
94978,11,43938,7,2023-09-04,2023-09-15,"Efectivo","Completada",15,2242,72498,101497,1,5
94979,2,30612,3,2023-11-27,2023-11-29,"Efectivo","Completada",11,6515,9184,12857,3,1
94980,4,19205,3,2024-06-01,2024-06-05,"Transferencia bancaria","Completada",0,4514,11523,16132,1,5
94981,7,42893,5,2023-09-25,2023-10-02,"Billetera virtual","Completada",0,3990,45038,63053,4,1
94982,3,34587,8,2024-06-06,2024-06-09,"Tarjeta de crédito","Cancelada",23,5410,15564,21790,NA,NA
94983,4,67248,5,2024-12-10,2024-12-14,"Tarjeta de crédito","Pendiente",26,6708,40349,56488,NA,NA
94984,6,29482,10,2023-08-27,2023-09-02,"Transferencia bancaria","En curso",6,6479,26534,37147,NA,NA
94985,13,40848,1,2023-05-17,2023-05-30,"Efectivo","Completada",14,6517,79654,111515,3,3
94986,3,45033,2,2024-07-20,2024-07-23,"Tarjeta de crédito","En curso",25,2396,20265,28371,NA,NA
94987,10,27707,2,2023-10-12,2023-10-22,"Transferencia bancaria","Completada",24,4964,41560,58185,5,1
94988,5,31188,7,2024-06-04,2024-06-09,"Transferencia bancaria","Completada",0,6897,23391,32747,4,5
94989,8,8502,1,2024-03-24,2024-04-01,"Tarjeta de crédito","Completada",28,6890,10202,14283,1,4
94990,7,35384,2,2024-05-08,2024-05-15,"Tarjeta de crédito","Cancelada",9,4886,37153,52014,NA,NA
94991,3,9389,6,2024-03-30,2024-04-02,"Billetera virtual","Completada",26,4651,4225,5915,5,4
94992,13,65761,1,2023-07-08,2023-07-21,"Transferencia bancaria","Completada",18,2034,128234,179528,3,1
94993,6,36286,4,2024-12-23,2024-12-29,"Transferencia bancaria","Completada",5,7895,32657,45720,2,5
94994,1,28501,4,2024-03-25,2024-03-26,"Tarjeta de crédito","Completada",20,2590,4275,5985,3,4
94995,13,27596,6,2024-04-04,2024-04-17,"Transferencia bancaria","Completada",18,7802,53812,75337,4,1
94996,2,16663,9,2024-11-01,2024-11-03,"Billetera virtual","Completada",29,7992,4999,6998,1,2
94997,13,48293,7,2023-11-24,2023-12-07,"Tarjeta de crédito","Cancelada",28,6339,94171,131840,NA,NA
94998,13,8112,7,2024-06-10,2024-06-23,"Transferencia bancaria","Completada",30,7983,15818,22146,3,2
94999,3,23683,2,2024-11-30,2024-12-03,"Transferencia bancaria","Completada",10,5920,10657,14920,5,2
95000,4,31394,4,2023-12-20,2023-12-24,"Transferencia bancaria","Completada",18,6769,18836,26371,1,3
95001,2,5164,2,2024-02-13,2024-02-15,"Tarjeta de crédito","Completada",19,3862,1549,2169,4,5
95002,4,61940,4,2023-02-20,2023-02-24,"Transferencia bancaria","Completada",6,6008,37164,52030,3,2
95003,6,25263,2,2023-03-31,2023-04-06,"Tarjeta de crédito","Pendiente",29,4776,22737,31831,NA,NA
95004,1,12063,1,2023-11-27,2023-11-28,"Tarjeta de crédito","En curso",6,7902,1809,2533,NA,NA
95005,11,36414,1,2024-10-10,2024-10-21,"Efectivo","Completada",0,2108,60083,84116,2,3
95006,14,9768,6,2023-05-05,2023-05-19,"Billetera virtual","En curso",3,5236,20513,28718,NA,NA
95007,14,6432,3,2024-12-29,2025-01-12,"Transferencia bancaria","En curso",10,7829,13507,18910,NA,NA
95008,6,30707,3,2025-01-03,2025-01-09,"Transferencia bancaria","Completada",10,3054,27636,38691,3,4
95009,4,23517,1,2024-12-04,2024-12-08,"Transferencia bancaria","Completada",3,3438,14110,19754,4,2
95010,6,32528,1,2023-12-01,2023-12-07,"Billetera virtual","Completada",2,6875,29275,40985,5,5
95011,10,18064,11,2023-07-19,2023-07-29,"Transferencia bancaria","Completada",15,5791,27096,37934,2,1
95012,14,17420,1,2024-12-07,2024-12-21,"Billetera virtual","Completada",15,4253,36582,51215,4,4
95013,14,19833,1,2024-04-24,2024-05-08,"Efectivo","Completada",4,2428,41649,58309,5,4
