"id_casa","id_arrendatario","tipo_vivienda","provincia_ubicacion","capacidad_maxima","numero_habitaciones","numero_banos","precio_base_noche","categoria","distancia_centro_km","anio_construccion","amenities","calificacion_limpieza","calificacion_ubicacion","calificacion_general","mascotas_permitidas","fumadores_permitidos","eventos_permitidos"
2128,920,"Chalet","Río Negro",6,6,4,25790,"Lujo",6,1980,"Gimnasio,Aire acondicionado,Parrilla,Calefacción,Pileta,Cocina equipada",2.7,3.2,3.7,TRUE,FALSE,TRUE
2129,868,"Casa","Chaco",12,3,1,33436,"Lujo",5.3,1983,"Aire acondicionado,Estacionamiento,TV,Calefacción,Lavadora,Pileta,Jacuzzi,WiFi",3.4,4.2,1.3,TRUE,FALSE,FALSE
2130,748,"Chalet","Santiago del Estero",7,1,2,19800,"Estándar",12.5,1986,"WiFi,Terraza,Parrilla,Vista al mar,Calefacción,Seguridad 24hs",3.4,2.9,3,FALSE,FALSE,FALSE
2131,956,"Departamento","Santa Fe",8,2,2,52082,"Ultra lujo",4.2,1952,"TV,Seguridad 24hs,Terraza,Cocina equipada,Gimnasio",3.9,2.3,3.2,TRUE,FALSE,FALSE
2132,965,"Loft","Tucumán",5,5,3,40523,"Ultra lujo",12.2,2005,"Calefacción,Pileta,Gimnasio,Terraza,Parrilla",3.2,1.1,1.9,TRUE,FALSE,FALSE
2133,734,"Casa","Misiones",8,3,4,19526,"Estándar",11.7,1951,"Calefacción,Jacuzzi,Cocina equipada,Pileta,Vista al mar,WiFi,Aire acondicionado",4.1,3.2,1.2,FALSE,FALSE,FALSE
2134,442,"Cabaña","Santa Cruz",7,1,4,37502,"Ultra lujo",7.4,1974,"Seguridad 24hs,Jacuzzi,Estacionamiento,Calefacción,Parrilla,Aire acondicionado,Gimnasio",5,4.8,4.7,FALSE,FALSE,FALSE
2135,840,"Departamento","San Luis",9,1,2,20709,"Premium",11.6,1953,"Terraza,TV,Acceso a playa",4.8,4.5,1.7,TRUE,FALSE,TRUE
2136,378,"Loft","Río Negro",6,6,1,6736,"Económica",12.4,1970,"Acceso a playa,Parrilla",3.5,3,4.1,FALSE,FALSE,FALSE
2137,543,"Cabaña","Salta",4,1,4,14316,"Estándar",2.5,2013,"Estacionamiento,WiFi,Cocina equipada,Lavadora",4.6,1.8,1.2,FALSE,FALSE,FALSE
2138,980,"Departamento","La Rioja",5,3,2,7770,"Económica",6.2,2014,"Cocina equipada,Jacuzzi,Pileta,TV,Calefacción,Lavadora,Terraza",1.4,4.4,4.5,TRUE,FALSE,FALSE
2139,560,"Departamento","Catamarca",7,2,1,55458,"Ultra lujo",11.9,1977,"Cocina equipada,Gimnasio,Pileta,Lavadora,Parrilla,Jacuzzi,Vista al mar,Estacionamiento",3.7,2.2,3.2,TRUE,FALSE,FALSE
2140,116,"Departamento","Córdoba",9,5,2,22043,"Premium",11.8,2008,"WiFi,Pileta,Acceso a playa,Parrilla,TV,Vista al mar",2.4,4.3,4.4,FALSE,TRUE,TRUE
2141,871,"Chalet","Santa Cruz",7,3,4,53689,"Ultra lujo",0.3,2002,"TV,Gimnasio,WiFi,Parrilla,Aire acondicionado",4.5,1.3,2.1,FALSE,FALSE,FALSE
2142,97,"Casa","Santa Cruz",7,6,2,54596,"Ultra lujo",11.3,1953,"Terraza,Parrilla,Seguridad 24hs,Cocina equipada,WiFi,TV",4.3,4.7,4.6,TRUE,FALSE,FALSE
2143,338,"Departamento","San Juan",5,2,3,25551,"Premium",3.5,2023,"Parrilla,Jacuzzi",1.5,4.4,1.4,FALSE,FALSE,FALSE
2144,123,"Casa","Santa Fe",11,6,3,19346,"Estándar",10.9,2009,"Jacuzzi,Aire acondicionado,Terraza,Parrilla",1.6,4.4,3.5,TRUE,TRUE,FALSE
2145,375,"Departamento","Tierra del Fuego",3,4,1,44843,"Ultra lujo",0.5,1973,"Seguridad 24hs,WiFi,Vista al mar,TV",2.9,3.4,2.7,FALSE,FALSE,FALSE
2146,626,"Chalet","San Luis",3,3,2,10382,"Estándar",10.1,1976,"Seguridad 24hs,Terraza,Gimnasio",2.2,3.8,4.4,TRUE,FALSE,FALSE
2147,727,"Departamento","Chubut",11,3,2,31818,"Lujo",11,2022,"Vista al mar,Cocina equipada,Terraza,Lavadora,Gimnasio",1.8,4.2,4.8,TRUE,FALSE,FALSE
2148,23,"Loft","Santa Fe",2,5,4,9102,"Económica",12.2,1988,"Acceso a playa,Estacionamiento,Lavadora,Pileta,TV,Gimnasio",1.5,1.9,3,TRUE,FALSE,FALSE
2149,52,"Departamento","Catamarca",11,1,3,33632,"Lujo",2.5,2021,"Terraza,Parrilla,Seguridad 24hs,Estacionamiento,Jacuzzi,TV,Cocina equipada",4.2,3.2,4.7,FALSE,FALSE,FALSE
2150,659,"Loft","Chubut",3,6,1,24629,"Premium",6.9,1989,"Pileta,Vista al mar,WiFi,Jacuzzi,Calefacción,Aire acondicionado",3.8,2.8,2.5,FALSE,FALSE,TRUE
2151,936,"Chalet","Buenos Aires",12,6,1,58548,"Ultra lujo",4.9,2016,"Cocina equipada,Jacuzzi,Terraza,Lavadora,Parrilla,WiFi",4.8,2.6,2.9,FALSE,FALSE,FALSE
2152,228,"Chalet","Salta",4,6,3,25408,"Lujo",12,1987,"WiFi,Calefacción,TV,Jacuzzi,Gimnasio",4.7,4.9,3.8,TRUE,FALSE,FALSE
2153,271,"Chalet","Tierra del Fuego",7,5,1,16867,"Estándar",3.2,1958,"Seguridad 24hs,Lavadora,Terraza,Estacionamiento,WiFi,Jacuzzi,Gimnasio,Vista al mar",1.8,1.8,2.5,TRUE,FALSE,FALSE
2154,254,"Cabaña","Santa Fe",12,2,1,57660,"Ultra lujo",3,1951,"Calefacción,Jacuzzi",1.5,4,3.4,TRUE,FALSE,FALSE
2155,617,"Chalet","Catamarca",12,5,2,42673,"Ultra lujo",0,1985,"Parrilla,WiFi,Vista al mar,Seguridad 24hs,Aire acondicionado,Pileta",3.7,2.4,2.9,TRUE,FALSE,FALSE
2156,894,"Departamento","Santa Cruz",3,5,3,36737,"Ultra lujo",1.7,1990,"Seguridad 24hs,Aire acondicionado",2.4,1.6,3.8,FALSE,FALSE,TRUE
2157,51,"Cabaña","La Rioja",6,5,3,39411,"Lujo",5.8,2022,"Lavadora,Seguridad 24hs,Parrilla,Aire acondicionado,Pileta",4.7,3.7,3.1,TRUE,TRUE,FALSE
2158,501,"Cabaña","Salta",2,5,4,8144,"Económica",0.4,1962,"Aire acondicionado,Acceso a playa,Cocina equipada,Vista al mar,WiFi",1.4,2.3,3.5,TRUE,FALSE,FALSE
2159,386,"Casa","Buenos Aires",3,4,3,13093,"Estándar",12.7,1952,"Vista al mar,Cocina equipada,TV",2.4,1.2,2.4,TRUE,TRUE,TRUE
2160,194,"Departamento","Chubut",12,1,1,17158,"Estándar",9.4,2002,"Lavadora,Gimnasio",4.7,1.5,1.8,TRUE,FALSE,FALSE
2161,955,"Chalet","Río Negro",7,3,3,10685,"Estándar",5.9,2004,"Acceso a playa,Gimnasio,Aire acondicionado,Seguridad 24hs,Jacuzzi,Terraza,TV,Pileta",2.4,4.3,2.1,TRUE,TRUE,FALSE
2162,884,"Loft","Neuquén",11,4,4,19313,"Premium",5.6,1972,"Aire acondicionado,WiFi,Estacionamiento",4.8,3.4,4.4,FALSE,FALSE,FALSE
2163,845,"Casa","Tucumán",10,6,1,28183,"Lujo",12.9,1980,"Pileta,Estacionamiento,Acceso a playa,Calefacción,Cocina equipada",4.5,2.7,3.9,FALSE,FALSE,FALSE
2164,930,"Cabaña","Corrientes",11,1,3,19603,"Estándar",0.3,2000,"Jacuzzi,Pileta,Seguridad 24hs,Parrilla,Gimnasio,Vista al mar",3.7,2.8,1.4,TRUE,FALSE,FALSE
2165,727,"Loft","Buenos Aires",5,4,1,6339,"Económica",11.8,1967,"Gimnasio,Calefacción,Estacionamiento,Acceso a playa,Terraza,Cocina equipada,Lavadora",3.5,3.3,1.2,TRUE,FALSE,FALSE
2166,577,"Loft","Entre Ríos",5,4,1,57190,"Ultra lujo",8.5,1963,"Terraza,Seguridad 24hs,Pileta,Aire acondicionado,Cocina equipada,Estacionamiento",4.8,2.7,2.2,FALSE,TRUE,FALSE
2167,332,"Loft","Misiones",9,1,1,7155,"Económica",0.4,1973,"Parrilla,Calefacción,Pileta,TV,Lavadora,Vista al mar,Terraza,Estacionamiento",3.1,3.2,2.8,TRUE,FALSE,TRUE
2168,955,"Cabaña","Entre Ríos",11,2,3,53199,"Ultra lujo",8.9,1991,"Pileta,Seguridad 24hs,Terraza,Gimnasio,TV,Estacionamiento",1.3,1.1,1.9,TRUE,FALSE,FALSE
2169,733,"Chalet","La Rioja",2,2,2,56821,"Ultra lujo",11,1966,"Vista al mar,Seguridad 24hs,Acceso a playa,WiFi,Terraza,TV,Cocina equipada,Pileta",2.3,2.6,3.3,TRUE,FALSE,FALSE
2170,676,"Departamento","Chubut",3,4,1,18774,"Estándar",14.5,1954,"Calefacción,Acceso a playa,Seguridad 24hs",4.3,1.8,4.9,FALSE,FALSE,FALSE
2171,151,"Chalet","Santa Cruz",8,2,1,19632,"Estándar",6.7,2009,"Gimnasio,Vista al mar,Lavadora,Aire acondicionado,TV",4.7,5,2.5,FALSE,FALSE,FALSE
2172,247,"Casa","Neuquén",8,2,4,9581,"Económica",0.5,1979,"Acceso a playa,Parrilla,TV,Cocina equipada",3.3,1.2,1.1,FALSE,FALSE,FALSE
2173,454,"Cabaña","Tierra del Fuego",3,1,2,10963,"Económica",12.5,1993,"WiFi,Estacionamiento,Pileta,Vista al mar",2.5,4.7,4.1,TRUE,FALSE,FALSE
2174,874,"Loft","Córdoba",11,3,2,19743,"Estándar",12.9,1965,"Acceso a playa,Pileta,Estacionamiento,Cocina equipada,Vista al mar,Aire acondicionado",1.4,4.2,1.2,TRUE,FALSE,FALSE
2175,901,"Loft","Chaco",12,4,1,17013,"Estándar",8.2,1988,"Gimnasio,Cocina equipada",3,2.9,2,FALSE,TRUE,FALSE
2176,858,"Casa","Entre Ríos",6,5,3,36484,"Ultra lujo",9.6,1986,"Jacuzzi,Gimnasio,Aire acondicionado,Parrilla,Cocina equipada,Seguridad 24hs",3.2,3,4.9,FALSE,FALSE,FALSE
2177,106,"Loft","Formosa",11,6,3,8514,"Económica",5.8,1974,"Gimnasio,Pileta,Parrilla",4.4,3.2,2,TRUE,FALSE,FALSE
2178,482,"Casa","La Rioja",4,1,4,31158,"Lujo",6.1,2017,"Calefacción,Acceso a playa,Seguridad 24hs,Jacuzzi,TV,Cocina equipada,Estacionamiento,WiFi",3.1,1.7,3.1,FALSE,FALSE,FALSE
2179,282,"Loft","Misiones",2,5,4,33368,"Lujo",10.3,1969,"Estacionamiento,Parrilla",3.4,4.1,4,FALSE,TRUE,TRUE
2180,948,"Casa","San Juan",4,2,4,8755,"Económica",13.7,2019,"Gimnasio,Estacionamiento,Cocina equipada,Pileta,Acceso a playa,Lavadora,Vista al mar,WiFi",3.8,1.4,3.7,TRUE,FALSE,FALSE
2181,492,"Loft","Corrientes",6,4,2,28621,"Premium",10.6,1985,"Jacuzzi,Calefacción,Seguridad 24hs,Aire acondicionado,Vista al mar,Cocina equipada",1.8,4,1.4,FALSE,FALSE,FALSE
2182,794,"Loft","Misiones",8,3,4,25397,"Premium",8.3,2016,"Cocina equipada,Terraza,WiFi,TV,Seguridad 24hs,Lavadora,Gimnasio,Estacionamiento",4.4,1.1,5,TRUE,FALSE,TRUE
2183,778,"Departamento","Chaco",9,6,1,11956,"Económica",8.7,1984,"Terraza,TV",3.1,1.3,2.4,FALSE,FALSE,FALSE
2184,899,"Cabaña","San Luis",12,5,1,36005,"Lujo",12,2021,"Calefacción,Seguridad 24hs,Gimnasio",2.7,2.8,4.8,TRUE,FALSE,FALSE
2185,389,"Chalet","Corrientes",12,3,1,42169,"Ultra lujo",12.5,1961,"Aire acondicionado,Gimnasio,TV,Lavadora,Seguridad 24hs,Calefacción,Terraza,Vista al mar",4,3.9,2.2,TRUE,FALSE,FALSE
2186,677,"Cabaña","Río Negro",4,4,1,10802,"Económica",13.3,2015,"Terraza,Aire acondicionado,Parrilla,Lavadora,Gimnasio,Calefacción,Vista al mar",4.9,5,2.6,FALSE,TRUE,FALSE
2187,989,"Departamento","Río Negro",4,5,4,7597,"Económica",3,1961,"Gimnasio,Calefacción",2.3,4.2,3.2,FALSE,FALSE,FALSE
2188,586,"Casa","Formosa",2,6,1,7738,"Económica",8.1,2019,"Estacionamiento,Seguridad 24hs,Calefacción,Acceso a playa",1.4,3,4.1,FALSE,FALSE,FALSE
2189,827,"Chalet","Corrientes",8,6,1,30095,"Lujo",0.5,1990,"Estacionamiento,Jacuzzi,WiFi,Calefacción,Vista al mar,Parrilla,Gimnasio",4.4,1.1,3.1,TRUE,FALSE,FALSE
2190,759,"Loft","Buenos Aires",3,3,3,53845,"Ultra lujo",8.9,1989,"Aire acondicionado,Gimnasio,Pileta,Calefacción,Terraza,WiFi,Seguridad 24hs,Parrilla",3.7,4,4.7,TRUE,FALSE,FALSE
2191,856,"Casa","Tierra del Fuego",9,2,2,49922,"Ultra lujo",14.8,1953,"Parrilla,WiFi,TV,Lavadora,Pileta",3,3.6,4.6,TRUE,FALSE,FALSE
2192,591,"Departamento","Formosa",6,5,1,20944,"Premium",6.3,1979,"TV,Lavadora,Acceso a playa,Pileta,Jacuzzi",2.1,4.7,2.5,FALSE,FALSE,FALSE
2193,648,"Departamento","Santiago del Estero",3,2,4,34246,"Lujo",7.3,1978,"TV,Pileta,Lavadora,Estacionamiento,Seguridad 24hs",4.6,3.7,4.2,FALSE,FALSE,FALSE
2194,556,"Chalet","Mendoza",7,5,1,30114,"Lujo",12.5,1968,"Parrilla,Vista al mar,Terraza,Aire acondicionado,TV",3.7,3.6,1.5,TRUE,FALSE,FALSE
2195,14,"Departamento","Tierra del Fuego",5,3,1,16522,"Estándar",13.4,1950,"Vista al mar,TV,Cocina equipada,Terraza",1.4,1.1,3.4,FALSE,FALSE,FALSE
2196,475,"Casa","Misiones",4,2,1,33951,"Lujo",11.7,1976,"Parrilla,Gimnasio,Lavadora,Calefacción,Vista al mar,Seguridad 24hs",1.8,1.4,4.3,FALSE,FALSE,FALSE
2197,52,"Chalet","Salta",2,4,3,35719,"Ultra lujo",0.7,1967,"Parrilla,Seguridad 24hs,Jacuzzi,Cocina equipada,Pileta",3.9,1.4,2.6,TRUE,FALSE,FALSE
2198,10,"Departamento","Neuquén",2,6,2,28713,"Premium",1.8,1968,"Gimnasio,Estacionamiento,Pileta,TV,Seguridad 24hs,Lavadora,Parrilla",4.8,1.1,1.6,FALSE,FALSE,FALSE
2199,481,"Chalet","Entre Ríos",12,2,1,10140,"Estándar",13.1,1965,"Seguridad 24hs,Gimnasio,WiFi,Aire acondicionado,Cocina equipada,Calefacción,Terraza,Jacuzzi",1.8,1.9,1.2,FALSE,FALSE,FALSE
2200,800,"Chalet","Tucumán",10,2,2,18424,"Estándar",3.9,1998,"Calefacción,Estacionamiento,Acceso a playa",2.3,1.9,1.6,TRUE,FALSE,FALSE
2201,449,"Chalet","Santiago del Estero",8,6,1,29880,"Premium",6.4,1954,"Terraza,Seguridad 24hs",2.3,1.2,3.8,TRUE,FALSE,FALSE
2202,528,"Loft","San Juan",9,4,4,32553,"Lujo",1.9,1986,"Seguridad 24hs,WiFi,Terraza,Pileta,Calefacción,Gimnasio,TV,Vista al mar",2.9,2,3.8,TRUE,FALSE,FALSE
2203,941,"Loft","Jujuy",10,1,1,25516,"Lujo",14.8,1983,"Calefacción,Vista al mar,WiFi",4.8,2.3,4.6,TRUE,FALSE,FALSE
2204,966,"Casa","Buenos Aires",12,6,1,26509,"Premium",5.3,1974,"Terraza,Seguridad 24hs,Jacuzzi,WiFi,TV,Acceso a playa,Calefacción,Cocina equipada",1.5,1.9,2,TRUE,FALSE,FALSE
2205,921,"Loft","Tucumán",2,2,1,18144,"Premium",12.8,1980,"Gimnasio,WiFi,Lavadora,Estacionamiento,Pileta,TV",5,3.6,4.8,FALSE,FALSE,FALSE
2206,419,"Casa","Formosa",2,5,4,10257,"Estándar",9.9,1981,"Vista al mar,WiFi",2.3,2.2,4.9,TRUE,FALSE,FALSE
2207,843,"Loft","San Luis",6,3,1,39807,"Lujo",3.7,1989,"Lavadora,Vista al mar",1.2,3.2,1.4,TRUE,TRUE,FALSE
2208,654,"Casa","Santa Fe",2,3,1,37971,"Lujo",6.9,2020,"TV,Calefacción,Parrilla,Gimnasio,Aire acondicionado",3,4.7,2,FALSE,FALSE,FALSE
2209,165,"Departamento","Buenos Aires",9,3,3,16150,"Estándar",6.4,1992,"Cocina equipada,Parrilla,Vista al mar,WiFi,Aire acondicionado,Gimnasio",2.3,3.2,4.9,FALSE,FALSE,FALSE
2210,404,"Departamento","Río Negro",5,4,4,23235,"Premium",9.5,1971,"Vista al mar,Cocina equipada,Jacuzzi,Calefacción,Parrilla,Lavadora",3.5,2.2,2.9,FALSE,FALSE,FALSE
2211,28,"Casa","Santa Fe",2,1,3,19250,"Premium",5.3,1955,"Estacionamiento,Gimnasio,Vista al mar,Parrilla,Aire acondicionado",2.5,4.7,3.8,FALSE,FALSE,FALSE
2212,223,"Cabaña","Formosa",10,5,2,21081,"Premium",10.1,2019,"TV,Seguridad 24hs,Acceso a playa,Lavadora,Estacionamiento,Parrilla,Cocina equipada,Jacuzzi",4.4,4,1.9,FALSE,FALSE,TRUE
2213,216,"Departamento","Santa Fe",10,1,4,31487,"Lujo",2.6,2023,"WiFi,Cocina equipada,Pileta,TV,Terraza",1.1,3.3,4.3,FALSE,FALSE,FALSE
2214,961,"Chalet","Corrientes",9,5,2,35122,"Lujo",5.8,1969,"Jacuzzi,Estacionamiento,Pileta,Vista al mar,Gimnasio",1.7,3.8,3.9,TRUE,TRUE,FALSE
2215,730,"Loft","Córdoba",5,5,3,36656,"Lujo",12.7,2009,"Gimnasio,Seguridad 24hs,TV,Aire acondicionado,Lavadora,Terraza,Jacuzzi",1.4,4.6,3.2,FALSE,FALSE,FALSE
2216,958,"Casa","Chaco",7,6,3,18153,"Premium",4,1964,"Acceso a playa,Pileta,TV,Parrilla",1.6,4.2,4.9,FALSE,FALSE,FALSE
2217,958,"Cabaña","Corrientes",10,3,4,38398,"Lujo",10.2,1991,"Pileta,TV,Aire acondicionado,Parrilla,Estacionamiento",3.7,2.6,4.4,TRUE,FALSE,FALSE
2218,190,"Cabaña","Mendoza",7,5,3,26855,"Lujo",2.8,1959,"Acceso a playa,Estacionamiento",2.7,3.7,1.9,TRUE,TRUE,FALSE
2219,213,"Departamento","Río Negro",7,1,1,10530,"Económica",3.5,1990,"Cocina equipada,TV,Aire acondicionado,Terraza,Calefacción,Pileta,Estacionamiento",2.2,4.7,4.8,TRUE,FALSE,FALSE
2220,940,"Cabaña","Buenos Aires",8,2,1,51171,"Ultra lujo",12.3,2022,"Acceso a playa,Cocina equipada,Pileta",4.6,2.5,1.3,TRUE,FALSE,TRUE
2221,979,"Chalet","Río Negro",4,3,3,56732,"Ultra lujo",13.8,2002,"Lavadora,TV,Aire acondicionado,WiFi,Acceso a playa,Pileta,Vista al mar,Seguridad 24hs",2.4,4.6,3.1,TRUE,FALSE,TRUE
2222,616,"Departamento","Córdoba",11,2,4,26839,"Lujo",12,2010,"Acceso a playa,Gimnasio,Lavadora",5,4.2,2,TRUE,FALSE,FALSE
2223,780,"Chalet","Neuquén",10,1,1,41943,"Ultra lujo",11.7,1976,"Estacionamiento,Gimnasio,Aire acondicionado,WiFi,Vista al mar",4.5,2.8,1.3,TRUE,FALSE,TRUE
2224,658,"Loft","Misiones",6,4,1,38629,"Lujo",13.8,1980,"Pileta,Cocina equipada,TV",2.7,3.6,2.5,FALSE,FALSE,FALSE
2225,721,"Cabaña","Santa Cruz",7,6,4,11263,"Económica",14.5,1961,"Terraza,Seguridad 24hs",4.5,2.5,1.3,FALSE,FALSE,FALSE
2226,277,"Cabaña","Chaco",7,1,4,5062,"Económica",1.7,1967,"Seguridad 24hs,WiFi,TV",4.6,3.6,1.2,FALSE,FALSE,FALSE
2227,724,"Loft","CABA",11,3,1,16699,"Estándar",7,1953,"Calefacción,Seguridad 24hs,Aire acondicionado,Acceso a playa,Terraza,TV",2.4,4.8,1.1,FALSE,FALSE,FALSE
2228,512,"Chalet","Entre Ríos",2,5,1,22623,"Premium",9.6,1980,"Jacuzzi,TV,Seguridad 24hs,Calefacción,WiFi",4.6,4.8,3.4,TRUE,FALSE,FALSE
2229,867,"Casa","Río Negro",7,2,2,19679,"Estándar",12.5,1975,"Estacionamiento,WiFi,Cocina equipada,Acceso a playa,Seguridad 24hs,Vista al mar,TV,Terraza",3.5,2.4,1.4,TRUE,FALSE,FALSE
2230,454,"Cabaña","CABA",10,6,2,26172,"Premium",8.2,1994,"Lavadora,Terraza,Estacionamiento,WiFi,Jacuzzi,Pileta,TV,Parrilla",2,3.2,4.4,FALSE,FALSE,FALSE
2231,961,"Casa","Mendoza",7,3,4,25548,"Premium",11.9,1962,"Acceso a playa,Parrilla,Vista al mar,Cocina equipada",4.2,2.1,3.4,FALSE,FALSE,TRUE
2232,555,"Departamento","Salta",11,1,3,12585,"Estándar",5.1,1987,"Calefacción,Lavadora,Estacionamiento,WiFi,Parrilla",2.8,1.3,4.5,FALSE,FALSE,TRUE
2233,427,"Departamento","Corrientes",4,5,2,28597,"Premium",11.7,1983,"Aire acondicionado,WiFi,Lavadora,Estacionamiento",2,4.5,3.1,FALSE,FALSE,FALSE
2234,565,"Cabaña","San Juan",11,4,2,10332,"Económica",10.6,1973,"Calefacción,Vista al mar,Gimnasio,WiFi,Jacuzzi",4.9,2,3.7,TRUE,FALSE,FALSE
2235,709,"Chalet","Córdoba",5,2,2,33271,"Lujo",14.3,2001,"Cocina equipada,Seguridad 24hs,Lavadora,Jacuzzi,WiFi,Calefacción",3.9,2.9,2.3,TRUE,FALSE,FALSE
2236,1000,"Casa","Chaco",6,5,4,30999,"Lujo",10,2017,"Parrilla,TV,Jacuzzi,Vista al mar,Pileta",1.4,1.3,4.8,TRUE,FALSE,TRUE
2237,956,"Loft","Jujuy",6,3,2,8840,"Económica",12.7,2001,"Seguridad 24hs,Acceso a playa,Cocina equipada",3.6,3.8,1.6,FALSE,FALSE,FALSE
2238,893,"Cabaña","Salta",12,1,4,11278,"Estándar",1.1,1951,"Parrilla,Seguridad 24hs,Calefacción,Estacionamiento,Aire acondicionado,Lavadora,WiFi,Acceso a playa",4,1.5,3.8,TRUE,FALSE,FALSE
2239,353,"Chalet","Tierra del Fuego",9,3,4,12698,"Estándar",12.7,2003,"Estacionamiento,Pileta,Aire acondicionado",2.8,2.5,2.3,TRUE,FALSE,FALSE
2240,618,"Casa","Buenos Aires",7,5,3,25482,"Premium",3.9,1985,"Estacionamiento,TV,Cocina equipada,Calefacción,Seguridad 24hs,Terraza,Lavadora",3.4,1.8,2.2,TRUE,TRUE,FALSE
2241,609,"Cabaña","La Rioja",6,2,3,25185,"Premium",11.6,2012,"Acceso a playa,Calefacción,Aire acondicionado,Lavadora,WiFi,Pileta",5,2.2,4.9,FALSE,FALSE,TRUE
2242,432,"Chalet","Tierra del Fuego",4,3,1,50738,"Ultra lujo",4.5,1981,"Cocina equipada,TV,Parrilla,Calefacción,Seguridad 24hs",3,1.4,1.6,TRUE,FALSE,TRUE
2243,381,"Loft","Río Negro",9,6,3,18655,"Premium",13.4,1995,"Calefacción,WiFi,TV,Terraza,Pileta,Aire acondicionado,Parrilla",3.4,2,3.6,FALSE,FALSE,FALSE
2244,599,"Cabaña","Tierra del Fuego",7,6,2,18326,"Estándar",2.2,2006,"Seguridad 24hs,Calefacción,Lavadora,Vista al mar",2.7,3.1,4.5,FALSE,FALSE,TRUE
2245,141,"Departamento","La Pampa",6,2,4,18222,"Estándar",3.6,1997,"Acceso a playa,Vista al mar",3.6,1.6,3.7,TRUE,FALSE,FALSE
2246,367,"Departamento","CABA",9,2,3,28117,"Premium",13.1,1976,"Cocina equipada,Lavadora,Vista al mar,Calefacción,Jacuzzi,TV,WiFi,Aire acondicionado",4.8,1.1,2.7,FALSE,FALSE,TRUE
2247,999,"Loft","Tucumán",7,5,4,29098,"Premium",8.1,1959,"Parrilla,Estacionamiento,Vista al mar,Aire acondicionado,Terraza,Cocina equipada,Seguridad 24hs",3.4,1.6,2.3,TRUE,FALSE,FALSE
2248,700,"Loft","CABA",3,1,3,53545,"Ultra lujo",7.3,1980,"WiFi,Cocina equipada",3.6,3,4.6,TRUE,FALSE,TRUE
2249,30,"Chalet","Santiago del Estero",8,2,3,28045,"Lujo",2.8,1964,"TV,Jacuzzi,Seguridad 24hs,Acceso a playa,WiFi",4.6,1.8,4.2,TRUE,FALSE,TRUE
2250,729,"Loft","Entre Ríos",4,3,1,18791,"Estándar",9.6,2022,"Estacionamiento,Cocina equipada,Pileta,Lavadora",1.5,2.3,3.1,FALSE,FALSE,FALSE
2251,212,"Departamento","Misiones",5,6,3,9147,"Económica",13.2,1962,"Calefacción,Pileta,Estacionamiento,Parrilla,Jacuzzi",4.7,4.3,2.3,FALSE,FALSE,FALSE
2252,935,"Cabaña","CABA",10,2,2,33103,"Lujo",14.5,2015,"TV,Seguridad 24hs,Pileta,WiFi,Jacuzzi,Acceso a playa,Calefacción",1.2,4.6,1.6,FALSE,FALSE,TRUE
2253,917,"Cabaña","Tucumán",9,2,1,17365,"Estándar",13.8,2000,"Aire acondicionado,Vista al mar,WiFi,Lavadora",4.4,2.4,4.1,FALSE,FALSE,FALSE
2254,451,"Chalet","CABA",7,6,3,5920,"Económica",7.1,1997,"Acceso a playa,Estacionamiento,TV,Terraza,Aire acondicionado",4.3,3.8,4.7,FALSE,FALSE,FALSE
2255,357,"Casa","Santa Cruz",9,4,4,22858,"Premium",0.1,2016,"Pileta,WiFi,Lavadora,Seguridad 24hs,Aire acondicionado",3.2,1.9,1.6,TRUE,FALSE,TRUE
2256,112,"Cabaña","Córdoba",7,4,1,21899,"Premium",12.2,1951,"WiFi,Acceso a playa,Calefacción,Pileta",2.6,2,2.6,TRUE,FALSE,FALSE
2257,501,"Cabaña","La Rioja",11,6,4,22238,"Premium",0.1,1991,"Calefacción,Gimnasio,Parrilla,Pileta,Estacionamiento",2,4.5,2.7,FALSE,FALSE,FALSE
2258,873,"Loft","Santa Cruz",7,2,1,28683,"Lujo",13,1993,"Parrilla,Seguridad 24hs,Vista al mar,Pileta,Calefacción",1.1,1.5,1,FALSE,FALSE,FALSE
2259,979,"Cabaña","Santa Fe",11,1,2,12765,"Estándar",10.2,1979,"WiFi,Pileta",2.1,1.7,4.3,FALSE,FALSE,FALSE
2260,537,"Departamento","Santa Cruz",9,6,3,24056,"Premium",8.3,1980,"WiFi,Seguridad 24hs,Gimnasio,Pileta,TV,Vista al mar,Terraza,Acceso a playa",4.6,4.7,2.5,FALSE,TRUE,TRUE
2261,889,"Departamento","Catamarca",10,6,4,35274,"Lujo",2.7,2006,"WiFi,Vista al mar,Gimnasio,Estacionamiento",2.5,4.4,4.2,TRUE,FALSE,TRUE
2262,488,"Chalet","CABA",4,6,2,8255,"Económica",3.7,1969,"Parrilla,Aire acondicionado,Pileta,Seguridad 24hs,TV,Lavadora,Terraza,WiFi",1.8,3.5,4.8,FALSE,FALSE,FALSE
2263,241,"Departamento","Buenos Aires",9,1,2,5114,"Económica",7.5,1953,"Vista al mar,Acceso a playa,Gimnasio,Aire acondicionado,Pileta,TV,Seguridad 24hs,Terraza",2.9,4.1,4.5,TRUE,FALSE,FALSE
2264,332,"Casa","Santiago del Estero",4,5,3,47894,"Ultra lujo",4.1,1956,"Calefacción,Cocina equipada,Aire acondicionado,Jacuzzi",1.6,2.2,1.4,FALSE,FALSE,FALSE
